row_id,settlement,region_kingdom,demographic_group,population
273,Wyngate,Moonshae,misc.,2
274,Selpir,Nimbral,humans,1831
274,Selpir,Nimbral,half-elves,2702
275,Arevar,Nimbral,humans,417
275,Arevar,Nimbral,half-elves,0
276,Bromtor,Nimbral,humans,320
276,Bromtor,Nimbral,half-elves,0
277,Curstallyon,Nimbral,humans,403
277,Curstallyon,Nimbral,half-elves,16
278,Esdul,Nimbral,humans,4268
278,Esdul,Nimbral,half-elves,0
279,Nimith,Nimbral,humans,445
279,Nimith,Nimbral,half-elves,2
280,Nimsur,Nimbral,humans,4301
280,Nimsur,Nimbral,half-elves,0
281,Ormen,Nimbral,humans,338
281,Ormen,Nimbral,half-elves,0
282,Rauthaven,Nimbral,humans,4316
282,Rauthaven,Nimbral,half-elves,0
283,Sombor,Nimbral,humans,566
283,Sombor,Nimbral,half-elves,0
284,Suthaven,Nimbral,humans,139
284,Suthaven,Nimbral,half-elves,3
285,Tethmor,Nimbral,humans,4431
285,Tethmor,Nimbral,half-elves,0
286,Vindal,Nimbral,humans,179
286,Vindal,Nimbral,half-elves,0
287,Ordulin,Sembia,humans,37559
287,Ordulin,Sembia,halflings,0
287,Ordulin,Sembia,misc.,0
288,Daerlun,Sembia,humans,52028
288,Daerlun,Sembia,halflings,0
288,Daerlun,Sembia,misc.,0
289,Huddagh,Sembia,humans,6838
289,Huddagh,Sembia,halflings,118
289,Huddagh,Sembia,misc.,0
290,Kulta,Sembia,humans,7314
290,Kulta,Sembia,halflings,0
290,Kulta,Sembia,misc.,0
291,Mulhessen,Sembia,humans,26542
291,Mulhessen,Sembia,halflings,0
291,Mulhessen,Sembia,misc.,0
292,Saerb,Sembia,humans,26053
292,Saerb,Sembia,halflings,1085
292,Saerb,Sembia,misc.,0
293,Saerloon,Sembia,humans,57120
293,Saerloon,Sembia,halflings,0
293,Saerloon,Sembia,misc.,0
294,Selgaunt,Sembia,humans,56790
294,Selgaunt,Sembia,halflings,0
294,Selgaunt,Sembia,misc.,0
295,Surd,Sembia,humans,26230
295,Surd,Sembia,halflings,0
295,Surd,Sembia,misc.,0
296,Tulbegh,Sembia,humans,27735
296,Tulbegh,Sembia,halflings,55
296,Tulbegh,Sembia,misc.,0
297,Uarhold,Sembia,humans,7395
297,Uarhold,Sembia,halflings,0
297,Uarhold,Sembia,misc.,0
298,Urmlaspyr,Sembia,humans,5647
298,Urmlaspyr,Sembia,halflings,0
298,Urmlaspyr,Sembia,misc.,0
299,Yhaunn,Sembia,humans,19399
299,Yhaunn,Sembia,halflings,0
299,Yhaunn,Sembia,misc.,0
300,Yuthgalaunt,Sembia,humans,2899
300,Yuthgalaunt,Sembia,halflings,0
300,Yuthgalaunt,Sembia,misc.,0
301,Sundice,Sossal,humans,1738
301,Sundice,Sossal,halflings,55
301,Sundice,Sossal,dwarves,59
301,Sundice,Sossal,half-elves,38
301,Sundice,Sossal,elves,19
302,Sundice,Sossal,humans,6530
302,Sundice,Sossal,halflings,224
302,Sundice,Sossal,dwarves,224
302,Sundice,Sossal,half-elves,142
302,Sundice,Sossal,elves,74
303,Dharvil,Sossal,humans,1689
303,Dharvil,Sossal,halflings,58
303,Dharvil,Sossal,dwarves,58
303,Dharvil,Sossal,half-elves,38
303,Dharvil,Sossal,elves,19
304,Naupau,Sossal,humans,875
304,Naupau,Sossal,halflings,28
304,Naupau,Sossal,dwarves,28
304,Naupau,Sossal,half-elves,19
304,Naupau,Sossal,elves,9
305,Shannath,Sossal,humans,1366
305,Shannath,Sossal,halflings,44
305,Shannath,Sossal,dwarves,42
305,Shannath,Sossal,half-elves,29
305,Shannath,Sossal,elves,14
306,Uldfest,Sossal,humans,1265
306,Uldfest,Sossal,halflings,41
306,Uldfest,Sossal,dwarves,41
306,Uldfest,Sossal,half-elves,28
306,Uldfest,Sossal,elves,14
307,Darromar,Tethyr,humans,61753
307,Darromar,Tethyr,halflings,5662
307,Darromar,Tethyr,elves,0
307,Darromar,Tethyr,misc.,0
308,Abbor,Tethyr,humans,72
308,Abbor,Tethyr,halflings,12
308,Abbor,Tethyr,elves,9
308,Abbor,Tethyr,misc.,0
309,Banshivale,Tethyr,humans,768
309,Banshivale,Tethyr,halflings,0
309,Banshivale,Tethyr,elves,0
309,Banshivale,Tethyr,misc.,0
310,Barrowsmorn,Tethyr,humans,645
310,Barrowsmorn,Tethyr,halflings,34
310,Barrowsmorn,Tethyr,elves,74
310,Barrowsmorn,Tethyr,misc.,2
311,Brost,Tethyr,humans,605
311,Brost,Tethyr,halflings,106
311,Brost,Tethyr,elves,0
311,Brost,Tethyr,misc.,0
312,Cayr Thalwood,Tethyr,humans,7
312,Cayr Thalwood,Tethyr,halflings,292
312,Cayr Thalwood,Tethyr,elves,0
312,Cayr Thalwood,Tethyr,misc.,0
313,Colbertann,Tethyr,humans,257
313,Colbertann,Tethyr,halflings,89
313,Colbertann,Tethyr,elves,232
313,Colbertann,Tethyr,misc.,0
314,Daraqadim,Tethyr,humans,720
314,Daraqadim,Tethyr,halflings,16
314,Daraqadim,Tethyr,elves,0
314,Daraqadim,Tethyr,misc.,0
315,Dunod,Tethyr,humans,131
315,Dunod,Tethyr,halflings,4
315,Dunod,Tethyr,elves,0
315,Dunod,Tethyr,misc.,0
316,Elbencourt,Tethyr,humans,726
316,Elbencourt,Tethyr,halflings,99
316,Elbencourt,Tethyr,elves,0
316,Elbencourt,Tethyr,misc.,0
317,Fort Agis,Tethyr,humans,320
317,Fort Agis,Tethyr,halflings,10
317,Fort Agis,Tethyr,elves,0
317,Fort Agis,Tethyr,misc.,0
318,Fort Calim,Tethyr,humans,734
318,Fort Calim,Tethyr,halflings,25
318,Fort Calim,Tethyr,elves,0
318,Fort Calim,Tethyr,misc.,0
319,Fort Teqlar,Tethyr,humans,307
319,Fort Teqlar,Tethyr,halflings,7
319,Fort Teqlar,Tethyr,elves,0
319,Fort Teqlar,Tethyr,misc.,0
320,Grapton,Tethyr,humans,166
320,Grapton,Tethyr,halflings,804
320,Grapton,Tethyr,elves,0
320,Grapton,Tethyr,misc.,0
321,Hostim,Tethyr,humans,718
321,Hostim,Tethyr,halflings,51
321,Hostim,Tethyr,elves,0
321,Hostim,Tethyr,misc.,0
322,Ithal Pass,Tethyr,humans,816
322,Ithal Pass,Tethyr,halflings,0
322,Ithal Pass,Tethyr,elves,0
322,Ithal Pass,Tethyr,misc.,0
323,Jhaansciim,Tethyr,humans,774
323,Jhaansciim,Tethyr,halflings,26
323,Jhaansciim,Tethyr,elves,0
323,Jhaansciim,Tethyr,misc.,1
324,Khanall,Tethyr,humans,8005
324,Khanall,Tethyr,halflings,24
324,Khanall,Tethyr,elves,0
324,Khanall,Tethyr,misc.,0
325,Kirgard,Tethyr,humans,6884
325,Kirgard,Tethyr,halflings,0
325,Kirgard,Tethyr,elves,0
325,Kirgard,Tethyr,misc.,0
326,Krennasar,Tethyr,humans,673
326,Krennasar,Tethyr,halflings,55
326,Krennasar,Tethyr,elves,0
326,Krennasar,Tethyr,misc.,0
327,Kzelter,Tethyr,humans,9048
327,Kzelter,Tethyr,halflings,0
327,Kzelter,Tethyr,elves,337
327,Kzelter,Tethyr,misc.,0
328,Lhestyn’s Hearth,Tethyr,humans,2631
328,Lhestyn’s Hearth,Tethyr,halflings,1165
328,Lhestyn’s Hearth,Tethyr,elves,0
328,Lhestyn’s Hearth,Tethyr,misc.,0
329,Loranse,Tethyr,humans,563
329,Loranse,Tethyr,halflings,7150
329,Loranse,Tethyr,elves,0
329,Loranse,Tethyr,misc.,0
330,Lyllburg,Tethyr,humans,601
330,Lyllburg,Tethyr,halflings,138
330,Lyllburg,Tethyr,elves,0
330,Lyllburg,Tethyr,misc.,0
331,Marakir,Tethyr,humans,7654
331,Marakir,Tethyr,halflings,0
331,Marakir,Tethyr,elves,0
331,Marakir,Tethyr,misc.,0
332,Maratimmir,Tethyr,humans,7562
332,Maratimmir,Tethyr,halflings,15
332,Maratimmir,Tethyr,elves,22
332,Maratimmir,Tethyr,misc.,0
333,Masamount,Tethyr,humans,555
333,Masamount,Tethyr,halflings,306
333,Masamount,Tethyr,elves,0
333,Masamount,Tethyr,misc.,0
334,Monguldarath,Tethyr,humans,2618
334,Monguldarath,Tethyr,halflings,2029
334,Monguldarath,Tethyr,elves,2448
334,Monguldarath,Tethyr,misc.,0
335,Morninggold Keep,Tethyr,humans,10692
335,Morninggold Keep,Tethyr,halflings,0
335,Morninggold Keep,Tethyr,elves,0
335,Morninggold Keep,Tethyr,misc.,0
336,Mosstone,Tethyr,humans,156
336,Mosstone,Tethyr,halflings,1469
336,Mosstone,Tethyr,elves,0
336,Mosstone,Tethyr,misc.,0
337,Mount Noblesse,Tethyr,humans,8455
337,Mount Noblesse,Tethyr,halflings,0
337,Mount Noblesse,Tethyr,elves,0
337,Mount Noblesse,Tethyr,misc.,0
338,Myratma,Tethyr,humans,37866
338,Myratma,Tethyr,halflings,12893
338,Myratma,Tethyr,elves,0
338,Myratma,Tethyr,misc.,0
339,Myth Dyraalis,Tethyr,humans,8131
339,Myth Dyraalis,Tethyr,halflings,107
339,Myth Dyraalis,Tethyr,elves,0
339,Myth Dyraalis,Tethyr,misc.,0
340,Nomerritin,Tethyr,humans,734
340,Nomerritin,Tethyr,halflings,0
340,Nomerritin,Tethyr,elves,0
340,Nomerritin,Tethyr,misc.,0
341,Pansemil,Tethyr,humans,117
341,Pansemil,Tethyr,halflings,189
341,Pansemil,Tethyr,elves,0
341,Pansemil,Tethyr,misc.,0
342,Port Kir,Tethyr,humans,4431
342,Port Kir,Tethyr,halflings,2202
342,Port Kir,Tethyr,elves,0
342,Port Kir,Tethyr,misc.,0
343,Qian Hillfort,Tethyr,humans,44
343,Qian Hillfort,Tethyr,halflings,15
343,Qian Hillfort,Tethyr,elves,0
343,Qian Hillfort,Tethyr,misc.,0
344,Riatavin,Tethyr,humans,14784
344,Riatavin,Tethyr,halflings,0
344,Riatavin,Tethyr,elves,0
344,Riatavin,Tethyr,misc.,0
345,Rock Orchard,Tethyr,humans,7061
345,Rock Orchard,Tethyr,halflings,0
345,Rock Orchard,Tethyr,elves,589
345,Rock Orchard,Tethyr,misc.,0
346,Ruba,Tethyr,humans,63
346,Ruba,Tethyr,halflings,51
346,Ruba,Tethyr,elves,0
346,Ruba,Tethyr,misc.,0
347,Saharkhan,Tethyr,humans,7935
347,Saharkhan,Tethyr,halflings,63
347,Saharkhan,Tethyr,elves,0
347,Saharkhan,Tethyr,misc.,0
348,Saradush,Tethyr,humans,14033
348,Saradush,Tethyr,halflings,22417
348,Saradush,Tethyr,elves,0
348,Saradush,Tethyr,misc.,0
349,Shelshyr House,Tethyr,humans,3348
349,Shelshyr House,Tethyr,halflings,3852
349,Shelshyr House,Tethyr,elves,0
349,Shelshyr House,Tethyr,misc.,0
350,Sulduskoonar,Tethyr,humans,2789
350,Sulduskoonar,Tethyr,halflings,4897
350,Sulduskoonar,Tethyr,elves,1201
350,Sulduskoonar,Tethyr,misc.,80
351,Survale Ford,Tethyr,humans,435
351,Survale Ford,Tethyr,halflings,5
351,Survale Ford,Tethyr,elves,0
351,Survale Ford,Tethyr,misc.,0
352,Tannitton,Tethyr,humans,15
352,Tannitton,Tethyr,halflings,74
352,Tannitton,Tethyr,elves,0
352,Tannitton,Tethyr,misc.,0
353,Toaketh,Tethyr,humans,7753
353,Toaketh,Tethyr,halflings,0
353,Toaketh,Tethyr,elves,0
353,Toaketh,Tethyr,misc.,0
354,Toralth,Tethyr,humans,5293
354,Toralth,Tethyr,halflings,37
354,Toralth,Tethyr,elves,0
354,Toralth,Tethyr,misc.,0
355,Trailstone,Tethyr,humans,84
355,Trailstone,Tethyr,halflings,327
355,Trailstone,Tethyr,elves,0
355,Trailstone,Tethyr,misc.,0
356,Tulmene,Tethyr,humans,334
356,Tulmene,Tethyr,halflings,3029
356,Tulmene,Tethyr,elves,268
356,Tulmene,Tethyr,misc.,0
357,Tweyar,Tethyr,humans,947
357,Tweyar,Tethyr,halflings,6996
357,Tweyar,Tethyr,elves,0
357,Tweyar,Tethyr,misc.,15
358,Upparkol,Tethyr,humans,1537
358,Upparkol,Tethyr,halflings,3
358,Upparkol,Tethyr,elves,0
358,Upparkol,Tethyr,misc.,0
359,Valtreth,Tethyr,humans,648
359,Valtreth,Tethyr,halflings,101
359,Valtreth,Tethyr,elves,0
359,Valtreth,Tethyr,misc.,0
360,Velen,Tethyr,humans,9910
360,Velen,Tethyr,halflings,4053
360,Velen,Tethyr,elves,27
360,Velen,Tethyr,misc.,0
361,Vineshade,Tethyr,humans,3005
361,Vineshade,Tethyr,halflings,109
361,Vineshade,Tethyr,elves,0
361,Vineshade,Tethyr,misc.,0
362,Viperstongue,Tethyr,humans,483
362,Viperstongue,Tethyr,halflings,292
362,Viperstongue,Tethyr,elves,0
362,Viperstongue,Tethyr,misc.,0
363,Zazesspur,Tethyr,humans,114049
363,Zazesspur,Tethyr,halflings,343
363,Zazesspur,Tethyr,elves,114
363,Zazesspur,Tethyr,misc.,0
364,Eltabbar,Thay,humans,3555
364,Eltabbar,Thay,gnolls,5332
364,Eltabbar,Thay,orcs,2502
364,Eltabbar,Thay,dwarves,81
364,Eltabbar,Thay,goblins,0
364,Eltabbar,Thay,halflings,233
364,Eltabbar,Thay,misc.,0
365,Amruthar,Thay,humans,1075
365,Amruthar,Thay,gnolls,0
365,Amruthar,Thay,orcs,239
365,Amruthar,Thay,dwarves,0
365,Amruthar,Thay,goblins,38212
365,Amruthar,Thay,halflings,318
365,Amruthar,Thay,misc.,0
366,Anhaurz,Thay,humans,20906
366,Anhaurz,Thay,gnolls,0
366,Anhaurz,Thay,orcs,0
366,Anhaurz,Thay,dwarves,0
366,Anhaurz,Thay,goblins,1032
366,Anhaurz,Thay,halflings,0
366,Anhaurz,Thay,misc.,0
367,Ankhur,Thay,humans,1868
367,Ankhur,Thay,gnolls,0
367,Ankhur,Thay,orcs,386
367,Ankhur,Thay,dwarves,0
367,Ankhur,Thay,goblins,0
367,Ankhur,Thay,halflings,57
367,Ankhur,Thay,misc.,0
368,Belizir,Thay,humans,528
368,Belizir,Thay,gnolls,2343
368,Belizir,Thay,orcs,0
368,Belizir,Thay,dwarves,21
368,Belizir,Thay,goblins,4243
368,Belizir,Thay,halflings,0
368,Belizir,Thay,misc.,0
369,Bezantur,Thay,humans,420
369,Bezantur,Thay,gnolls,13
369,Bezantur,Thay,orcs,0
369,Bezantur,Thay,dwarves,7422
369,Bezantur,Thay,goblins,5294
369,Bezantur,Thay,halflings,0
369,Bezantur,Thay,misc.,0
370,Delabbar,Thay,humans,9452
370,Delabbar,Thay,gnolls,411
370,Delabbar,Thay,orcs,915
370,Delabbar,Thay,dwarves,823
370,Delabbar,Thay,goblins,11283
370,Delabbar,Thay,halflings,0
370,Delabbar,Thay,misc.,0
371,Denzar,Thay,humans,3062
371,Denzar,Thay,gnolls,0
371,Denzar,Thay,orcs,68
371,Denzar,Thay,dwarves,0
371,Denzar,Thay,goblins,0
371,Denzar,Thay,halflings,283
371,Denzar,Thay,misc.,0
372,Escalant,Thay,humans,28593
372,Escalant,Thay,gnolls,0
372,Escalant,Thay,orcs,0
372,Escalant,Thay,dwarves,0
372,Escalant,Thay,goblins,0
372,Escalant,Thay,halflings,28
372,Escalant,Thay,misc.,0
373,Ezreket,Thay,humans,5306
373,Ezreket,Thay,gnolls,3609
373,Ezreket,Thay,orcs,0
373,Ezreket,Thay,dwarves,0
373,Ezreket,Thay,goblins,8
373,Ezreket,Thay,halflings,0
373,Ezreket,Thay,misc.,0
374,Hurkh,Thay,humans,221
374,Hurkh,Thay,gnolls,0
374,Hurkh,Thay,orcs,0
374,Hurkh,Thay,dwarves,2
374,Hurkh,Thay,goblins,0
374,Hurkh,Thay,halflings,0
374,Hurkh,Thay,misc.,0
375,Keluthar,Thay,humans,102
375,Keluthar,Thay,gnolls,2
375,Keluthar,Thay,orcs,0
375,Keluthar,Thay,dwarves,219
375,Keluthar,Thay,goblins,0
375,Keluthar,Thay,halflings,0
375,Keluthar,Thay,misc.,54
376,Mophur,Thay,humans,22297
376,Mophur,Thay,gnolls,254
376,Mophur,Thay,orcs,555
376,Mophur,Thay,dwarves,23
376,Mophur,Thay,goblins,0
376,Mophur,Thay,halflings,0
376,Mophur,Thay,misc.,0
377,Murbant,Thay,humans,4815
377,Murbant,Thay,gnolls,0
377,Murbant,Thay,orcs,24
377,Murbant,Thay,dwarves,4
377,Murbant,Thay,goblins,53
377,Murbant,Thay,halflings,0
377,Murbant,Thay,misc.,0
378,Nethentir,Thay,humans,799
378,Nethentir,Thay,gnolls,84
378,Nethentir,Thay,orcs,320
378,Nethentir,Thay,dwarves,0
378,Nethentir,Thay,goblins,726
378,Nethentir,Thay,halflings,0
378,Nethentir,Thay,misc.,0
379,Nethjet,Thay,humans,193
379,Nethjet,Thay,gnolls,0
379,Nethjet,Thay,orcs,1003
379,Nethjet,Thay,dwarves,1
379,Nethjet,Thay,goblins,125
379,Nethjet,Thay,halflings,0
379,Nethjet,Thay,misc.,0
380,Nurethretos,Thay,humans,0
380,Nurethretos,Thay,gnolls,257
380,Nurethretos,Thay,orcs,0
380,Nurethretos,Thay,dwarves,0
380,Nurethretos,Thay,goblins,2
380,Nurethretos,Thay,halflings,10
380,Nurethretos,Thay,misc.,0
381,Pyrados,Thay,humans,31243
381,Pyrados,Thay,gnolls,0
381,Pyrados,Thay,orcs,47
381,Pyrados,Thay,dwarves,47
381,Pyrados,Thay,goblins,0
381,Pyrados,Thay,halflings,0
381,Pyrados,Thay,misc.,16579
382,Sefriszar,Thay,humans,1
382,Sefriszar,Thay,gnolls,0
382,Sefriszar,Thay,orcs,227
382,Sefriszar,Thay,dwarves,0
382,Sefriszar,Thay,goblins,0
382,Sefriszar,Thay,halflings,0
382,Sefriszar,Thay,misc.,0
383,Sekelmur,Thay,humans,152
383,Sekelmur,Thay,gnolls,144
383,Sekelmur,Thay,orcs,0
383,Sekelmur,Thay,dwarves,0
383,Sekelmur,Thay,goblins,25
383,Sekelmur,Thay,halflings,0
383,Sekelmur,Thay,misc.,0
384,Solzepar,Thay,humans,194
384,Solzepar,Thay,gnolls,26
384,Solzepar,Thay,orcs,0
384,Solzepar,Thay,dwarves,1
384,Solzepar,Thay,goblins,0
384,Solzepar,Thay,halflings,0
384,Solzepar,Thay,misc.,0
385,Surag,Thay,humans,11923
385,Surag,Thay,gnolls,50
385,Surag,Thay,orcs,0
385,Surag,Thay,dwarves,645
385,Surag,Thay,goblins,37
385,Surag,Thay,halflings,0
385,Surag,Thay,misc.,0
386,Surthay,Thay,humans,2546
386,Surthay,Thay,gnolls,0
386,Surthay,Thay,orcs,11995
386,Surthay,Thay,dwarves,2546
386,Surthay,Thay,goblins,0
386,Surthay,Thay,halflings,0
386,Surthay,Thay,misc.,0
387,Szul,Thay,humans,1292
387,Szul,Thay,gnolls,0
387,Szul,Thay,orcs,29
387,Szul,Thay,dwarves,344
387,Szul,Thay,goblins,118
387,Szul,Thay,halflings,38
387,Szul,Thay,misc.,0
388,Thasselen,Thay,humans,1366
388,Thasselen,Thay,gnolls,7100
388,Thasselen,Thay,orcs,827
388,Thasselen,Thay,dwarves,0
388,Thasselen,Thay,goblins,0
388,Thasselen,Thay,halflings,0
388,Thasselen,Thay,misc.,0
389,Thazrumaros,Thay,humans,3209
389,Thazrumaros,Thay,gnolls,0
389,Thazrumaros,Thay,orcs,3
389,Thazrumaros,Thay,dwarves,602
389,Thazrumaros,Thay,goblins,50
389,Thazrumaros,Thay,halflings,0
389,Thazrumaros,Thay,misc.,0
390,Tyraturos,Thay,humans,48200
390,Tyraturos,Thay,gnolls,0
390,Tyraturos,Thay,orcs,0
390,Tyraturos,Thay,dwarves,0
390,Tyraturos,Thay,goblins,0
390,Tyraturos,Thay,halflings,0
390,Tyraturos,Thay,misc.,0
391,Umratharos,Thay,humans,89
391,Umratharos,Thay,gnolls,131
391,Umratharos,Thay,orcs,6
391,Umratharos,Thay,dwarves,0
391,Umratharos,Thay,goblins,0
391,Umratharos,Thay,halflings,0
391,Umratharos,Thay,misc.,0
392,Whitebranch,Thay,humans,35
392,Whitebranch,Thay,gnolls,40
392,Whitebranch,Thay,orcs,0
392,Whitebranch,Thay,dwarves,0
392,Whitebranch,Thay,goblins,0
392,Whitebranch,Thay,halflings,0
392,Whitebranch,Thay,misc.,0
393,Zolum,Thay,humans,3389
393,Zolum,Thay,gnolls,0
393,Zolum,Thay,orcs,87
393,Zolum,Thay,dwarves,13
393,Zolum,Thay,goblins,0
393,Zolum,Thay,halflings,0
393,Zolum,Thay,misc.,0
394,Culdorn,Thesk,humans,9253
394,Culdorn,Thesk,gnomes,0
394,Culdorn,Thesk,orcs,0
394,Culdorn,Thesk,misc.,0
395,Ethvale,Thesk,humans,8643
395,Ethvale,Thesk,gnomes,0
395,Ethvale,Thesk,orcs,0
395,Ethvale,Thesk,misc.,0
396,Fullpoint,Thesk,humans,906
396,Fullpoint,Thesk,gnomes,0
396,Fullpoint,Thesk,orcs,0
396,Fullpoint,Thesk,misc.,0
397,Hill Town,Thesk,humans,384
397,Hill Town,Thesk,gnomes,40
397,Hill Town,Thesk,orcs,485
397,Hill Town,Thesk,misc.,0
398,Inkar,Thesk,humans,822
398,Inkar,Thesk,gnomes,46
398,Inkar,Thesk,orcs,4
398,Inkar,Thesk,misc.,16
399,Milvarune,Thesk,humans,5738
399,Milvarune,Thesk,gnomes,0
399,Milvarune,Thesk,orcs,0
399,Milvarune,Thesk,misc.,0
400,Nyth,Thesk,humans,11164
400,Nyth,Thesk,gnomes,0
400,Nyth,Thesk,orcs,147
400,Nyth,Thesk,misc.,0
401,Phent,Thesk,humans,8499
401,Phent,Thesk,gnomes,0
401,Phent,Thesk,orcs,0
401,Phent,Thesk,misc.,0
402,Phsant,Thesk,humans,209
402,Phsant,Thesk,gnomes,0
402,Phsant,Thesk,orcs,0
402,Phsant,Thesk,misc.,0
403,Tammar,Thesk,humans,3533
403,Tammar,Thesk,gnomes,0
403,Tammar,Thesk,orcs,7
403,Tammar,Thesk,misc.,0
404,Thassalra,Thesk,humans,8915
404,Thassalra,Thesk,gnomes,181
404,Thassalra,Thesk,orcs,0
404,Thassalra,Thesk,misc.,0
405,Two-Stars,Thesk,humans,4753
405,Two-Stars,Thesk,gnomes,0
405,Two-Stars,Thesk,orcs,19
405,Two-Stars,Thesk,misc.,0
406,Tezir-on-the-Marsh,Thesk,humans,8474
406,Tezir-on-the-Marsh,Thesk,gnomes,51
406,Tezir-on-the-Marsh,Thesk,orcs,0
406,Tezir-on-the-Marsh,Thesk,misc.,0
407,Alaghôn,Turmish,humans,35831
407,Alaghôn,Turmish,dwarves,2022
407,Alaghôn,Turmish,halflings,0
407,Alaghôn,Turmish,elves,0
407,Alaghôn,Turmish,gnomes,0
407,Alaghôn,Turmish,half-elves,0
407,Alaghôn,Turmish,half-orcs,0
407,Alaghôn,Turmish,misc.,305
408,Ayakar,Turmish,humans,4730
408,Ayakar,Turmish,dwarves,0
408,Ayakar,Turmish,halflings,0
408,Ayakar,Turmish,elves,0
408,Ayakar,Turmish,gnomes,0
408,Ayakar,Turmish,half-elves,0
408,Ayakar,Turmish,half-orcs,0
408,Ayakar,Turmish,misc.,0
409,Banathar,Turmish,humans,459
409,Banathar,Turmish,dwarves,0
409,Banathar,Turmish,halflings,0
409,Banathar,Turmish,elves,9
409,Banathar,Turmish,gnomes,0
409,Banathar,Turmish,half-elves,0
409,Banathar,Turmish,half-orcs,0
409,Banathar,Turmish,misc.,0
410,Bistal’s Bottom,Turmish,humans,2870
410,Bistal’s Bottom,Turmish,dwarves,431
410,Bistal’s Bottom,Turmish,halflings,2226
410,Bistal’s Bottom,Turmish,elves,0
410,Bistal’s Bottom,Turmish,gnomes,719
410,Bistal’s Bottom,Turmish,half-elves,0
410,Bistal’s Bottom,Turmish,half-orcs,6
410,Bistal’s Bottom,Turmish,misc.,0
411,Centaur Bridge,Turmish,humans,475
411,Centaur Bridge,Turmish,dwarves,0
411,Centaur Bridge,Turmish,halflings,5
411,Centaur Bridge,Turmish,elves,0
411,Centaur Bridge,Turmish,gnomes,0
411,Centaur Bridge,Turmish,half-elves,0
411,Centaur Bridge,Turmish,half-orcs,0
411,Centaur Bridge,Turmish,misc.,0
412,Daroush,Turmish,humans,6243
412,Daroush,Turmish,dwarves,124
412,Daroush,Turmish,halflings,441
412,Daroush,Turmish,elves,1498
412,Daroush,Turmish,gnomes,0
412,Daroush,Turmish,half-elves,0
412,Daroush,Turmish,half-orcs,16
412,Daroush,Turmish,misc.,0
413,Dauntshield,Turmish,humans,363
413,Dauntshield,Turmish,dwarves,28
413,Dauntshield,Turmish,halflings,0
413,Dauntshield,Turmish,elves,0
413,Dauntshield,Turmish,gnomes,0
413,Dauntshield,Turmish,half-elves,35
413,Dauntshield,Turmish,half-orcs,0
413,Dauntshield,Turmish,misc.,0
414,Faerie Well,Turmish,humans,621
414,Faerie Well,Turmish,dwarves,214
414,Faerie Well,Turmish,halflings,0
414,Faerie Well,Turmish,elves,0
414,Faerie Well,Turmish,gnomes,0
414,Faerie Well,Turmish,half-elves,0
414,Faerie Well,Turmish,half-orcs,0
414,Faerie Well,Turmish,misc.,0
415,Five Lions,Turmish,humans,5010
415,Five Lions,Turmish,dwarves,0
415,Five Lions,Turmish,halflings,0
415,Five Lions,Turmish,elves,0
415,Five Lions,Turmish,gnomes,0
415,Five Lions,Turmish,half-elves,0
415,Five Lions,Turmish,half-orcs,0
415,Five Lions,Turmish,misc.,0
416,Gildenglade,Turmish,humans,4625
416,Gildenglade,Turmish,dwarves,0
416,Gildenglade,Turmish,halflings,0
416,Gildenglade,Turmish,elves,0
416,Gildenglade,Turmish,gnomes,0
416,Gildenglade,Turmish,half-elves,0
416,Gildenglade,Turmish,half-orcs,0
416,Gildenglade,Turmish,misc.,0
417,Holdensword,Turmish,humans,21788
417,Holdensword,Turmish,dwarves,0
417,Holdensword,Turmish,halflings,0
417,Holdensword,Turmish,elves,0
417,Holdensword,Turmish,gnomes,0
417,Holdensword,Turmish,half-elves,0
417,Holdensword,Turmish,half-orcs,0
417,Holdensword,Turmish,misc.,0
418,Illowwood,Turmish,humans,49
418,Illowwood,Turmish,dwarves,375
418,Illowwood,Turmish,halflings,0
418,Illowwood,Turmish,elves,0
418,Illowwood,Turmish,gnomes,0
418,Illowwood,Turmish,half-elves,0
418,Illowwood,Turmish,half-orcs,55
418,Illowwood,Turmish,misc.,0
419,Ironcloak,Turmish,humans,2720
419,Ironcloak,Turmish,dwarves,0
419,Ironcloak,Turmish,halflings,2289
419,Ironcloak,Turmish,elves,0
419,Ironcloak,Turmish,gnomes,0
419,Ironcloak,Turmish,half-elves,0
419,Ironcloak,Turmish,half-orcs,0
419,Ironcloak,Turmish,misc.,0
420,Ironfang Deep,Turmish,humans,8216
420,Ironfang Deep,Turmish,dwarves,0
420,Ironfang Deep,Turmish,halflings,812
420,Ironfang Deep,Turmish,elves,0
420,Ironfang Deep,Turmish,gnomes,0
420,Ironfang Deep,Turmish,half-elves,0
420,Ironfang Deep,Turmish,half-orcs,0
420,Ironfang Deep,Turmish,misc.,0
421,Jathrin’s Jump,Turmish,humans,502
421,Jathrin’s Jump,Turmish,dwarves,5
421,Jathrin’s Jump,Turmish,halflings,1
421,Jathrin’s Jump,Turmish,elves,0
421,Jathrin’s Jump,Turmish,gnomes,0
421,Jathrin’s Jump,Turmish,half-elves,0
421,Jathrin’s Jump,Turmish,half-orcs,0
421,Jathrin’s Jump,Turmish,misc.,0
422,Karthoon,Turmish,humans,31887
422,Karthoon,Turmish,dwarves,0
422,Karthoon,Turmish,halflings,0
422,Karthoon,Turmish,elves,0
422,Karthoon,Turmish,gnomes,0
