settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,exports_json,imports_json,demographic_breakdown_json,class_density_json
Everlund,The Silver Marches,Silverymoon,20904,4377518,11160,"{'humans': 19691, 'dwarves': 0, 'elves': 731, 'half-elves': 0, 'halflings': 41, 'gnomes': 0, 'half-orcs': 418, 'misc.': 0}",57,Starvation,['Bureaucracy'],"{'Aristocratic': 97, 'Wealthy': 407, 'Comfortable': 1988, 'Modest': 3437, 'Poor': 7220, 'Squalid': 5382, 'Wretched': 2059}",3,"[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]",High Mage Taern Hornblade,"['The Argent Legion', 'Local militias']",guilds,"['Common', 'Chondathan', 'Illuskan']","['Corellon Larethian', 'Helm', 'Lathander', 'Lurue', 'Mielikki', 'Moradin', 'Mystra', 'Oghma', 'Selûne', 'Sune', 'Tymora']",1067052,4651,161206,10.6,28.7,43,0,"The North (slade, Ed Greenwood, Jeff Grubb, Julia Martin, Steven Schend, Jennell Jaquays, Steve Perrin, 1996), Silver Marches (Ed Greenwood, Jason Carl, 2002)","[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]","{""humans"": 19691.0, ""dwarves"": 0.0, ""elves"": 731.0, ""half-elves"": 0.0, ""halflings"": 41.0, ""gnomes"": 0.0, ""half-orcs"": 418.0, ""misc."": 0.0}","{""Aristocratic"": 97.0, ""Wealthy"": 407.0, ""Comfortable"": 1988.0, ""Modest"": 3437.0, ""Poor"": 7220.0, ""Squalid"": 5382.0, ""Wretched"": 2059.0}"
Hilltop,The Silver Marches,Silverymoon,105,13213,13,"{'humans': 6, 'dwarves': 66, 'elves': 18, 'half-elves': 0, 'halflings': 0, 'gnomes': 13, 'half-orcs': 0, 'misc.': 0}",195,Disease,['Hierarchy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 6, 'Modest': 14, 'Poor': 36, 'Squalid': 30, 'Wretched': 1}",0,"[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]",High Mage Taern Hornblade,"['The Argent Legion', 'Local militias']",None,"['Common', 'Chondathan', 'Illuskan']","['Corellon Larethian', 'Helm', 'Lathander', 'Lurue', 'Mielikki', 'Moradin', 'Mystra', 'Oghma', 'Selûne', 'Sune', 'Tymora']",1067052,4651,161206,28,33.1,67,0,"The North (slade, Ed Greenwood, Jeff Grubb, Julia Martin, Steven Schend, Jennell Jaquays, Steve Perrin, 1996), Silver Marches (Ed Greenwood, Jason Carl, 2002)","[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]","{""humans"": 6.0, ""dwarves"": 66.0, ""elves"": 18.0, ""half-elves"": 0.0, ""halflings"": 0.0, ""gnomes"": 13.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 6.0, ""Modest"": 14.0, ""Poor"": 36.0, ""Squalid"": 30.0, ""Wretched"": 1.0}"
Jalanthar,The Silver Marches,Silverymoon,210,29273,29,"{'humans': 20, 'dwarves': 182, 'elves': 2, 'half-elves': 0, 'halflings': 3, 'gnomes': 0, 'half-orcs': 0, 'misc.': 0}",155,Magic mishaps,['Hierarchy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 11, 'Modest': 41, 'Poor': 68, 'Squalid': 36, 'Wretched': 2}",0,"[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]",High Mage Taern Hornblade,"['The Argent Legion', 'Local militias']",None,"['Common', 'Chondathan', 'Illuskan']","['Corellon Larethian', 'Helm', 'Lathander', 'Lurue', 'Mielikki', 'Moradin', 'Mystra', 'Oghma', 'Selûne', 'Sune', 'Tymora']",1067052,4651,161206,7.2,21.4,88,0,"The North (slade, Ed Greenwood, Jeff Grubb, Julia Martin, Steven Schend, Jennell Jaquays, Steve Perrin, 1996), Silver Marches (Ed Greenwood, Jason Carl, 2002)","[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]","{""humans"": 20.0, ""dwarves"": 182.0, ""elves"": 2.0, ""half-elves"": 0.0, ""halflings"": 3.0, ""gnomes"": 0.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 11.0, ""Modest"": 41.0, ""Poor"": 68.0, ""Squalid"": 36.0, ""Wretched"": 2.0}"
Khelb,The Silver Marches,Silverymoon,15233,3473303,7542,"{'humans': 5499, 'dwarves': 9474, 'elves': 30, 'half-elves': 0, 'halflings': 213, 'gnomes': 0, 'half-orcs': 0, 'misc.': 0}",124,Dueling accidents,['Magocracy'],"{'Aristocratic': 73, 'Wealthy': 329, 'Comfortable': 1490, 'Modest': 3033, 'Poor': 5102, 'Squalid': 4365, 'Wretched': 908}",6,"[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]",High Mage Taern Hornblade,"['The Argent Legion', 'Local militias']",guilds,"['Common', 'Chondathan', 'Illuskan']","['Corellon Larethian', 'Helm', 'Lathander', 'Lurue', 'Mielikki', 'Moradin', 'Mystra', 'Oghma', 'Selûne', 'Sune', 'Tymora']",1067052,4651,161206,30.6,23.5,51,0,"The North (slade, Ed Greenwood, Jeff Grubb, Julia Martin, Steven Schend, Jennell Jaquays, Steve Perrin, 1996), Silver Marches (Ed Greenwood, Jason Carl, 2002)","[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]","{""humans"": 5499.0, ""dwarves"": 9474.0, ""elves"": 30.0, ""half-elves"": 0.0, ""halflings"": 213.0, ""gnomes"": 0.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 73.0, ""Wealthy"": 329.0, ""Comfortable"": 1490.0, ""Modest"": 3033.0, ""Poor"": 5102.0, ""Squalid"": 4365.0, ""Wretched"": 908.0}"
Lhuvenhead,The Silver Marches,Silverymoon,12039,2757356,3518,"{'humans': 7247, 'dwarves': 12, 'elves': 4659, 'half-elves': 72, 'halflings': 48, 'gnomes': 0, 'half-orcs': 0, 'misc.': 0}",167,Wagon Accident,['Dictatorship'],"{'Aristocratic': 14, 'Wealthy': 234, 'Comfortable': 1549, 'Modest': 2172, 'Poor': 3908, 'Squalid': 4268, 'Wretched': 969}",14,"[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]",High Mage Taern Hornblade,"['The Argent Legion', 'Local militias']",None,"['Common', 'Chondathan', 'Illuskan']","['Corellon Larethian', 'Helm', 'Lathander', 'Lurue', 'Mielikki', 'Moradin', 'Mystra', 'Oghma', 'Selûne', 'Sune', 'Tymora']",1067052,4651,161206,24.3,29.2,65,0,"The North (slade, Ed Greenwood, Jeff Grubb, Julia Martin, Steven Schend, Jennell Jaquays, Steve Perrin, 1996), Silver Marches (Ed Greenwood, Jason Carl, 2002)","[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]","{""humans"": 7247.0, ""dwarves"": 12.0, ""elves"": 4659.0, ""half-elves"": 72.0, ""halflings"": 48.0, ""gnomes"": 0.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 14.0, ""Wealthy"": 234.0, ""Comfortable"": 1549.0, ""Modest"": 2172.0, ""Poor"": 3908.0, ""Squalid"": 4268.0, ""Wretched"": 969.0}"
Mithral Hall,Dwarfholds of the North,Mirabar,4877,915274,931,"{'humans': 2696, 'dwarves': 2180, 'elves': 0, 'half-elves': 0, 'halflings': 0, 'gnomes': 0, 'half-orcs': 0, 'misc.': 0}",99,Starvation,['Gerontocracy'],"{'Aristocratic': 1, 'Wealthy': 90, 'Comfortable': 293, 'Modest': 1149, 'Poor': 1481, 'Squalid': 1064, 'Wretched': 217}",0,"[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]",Dagnabbet Waybeard ,"['The Argent Legion', 'Local militias']",None,"['Common', 'Chondathan', 'Illuskan']","['Corellon Larethian', 'Helm', 'Lathander', 'Lurue', 'Mielikki', 'Moradin', 'Mystra', 'Oghma', 'Selûne', 'Sune', 'Tymora']",1067052,862,161206,30.7,31,72,0,"The North (slade, Ed Greenwood, Jeff Grubb, Julia Martin, Steven Schend, Jennell Jaquays, Steve Perrin, 1996), Silver Marches (Ed Greenwood, Jason Carl, 2002)","[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]","{""humans"": 2696.0, ""dwarves"": 2180.0, ""elves"": 0.0, ""half-elves"": 0.0, ""halflings"": 0.0, ""gnomes"": 0.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 1.0, ""Wealthy"": 90.0, ""Comfortable"": 293.0, ""Modest"": 1149.0, ""Poor"": 1481.0, ""Squalid"": 1064.0, ""Wretched"": 217.0}"
Newfort,The Silver Marches,Silverymoon,140,16826,16,"{'humans': 0, 'dwarves': 1, 'elves': 138, 'half-elves': 0, 'halflings': 0, 'gnomes': 0, 'half-orcs': 0, 'misc.': 0}",348,Exposure to the elements,['Democracy'],"{'Aristocratic': 0, 'Wealthy': 0, 'Comfortable': 6, 'Modest': 22, 'Poor': 45, 'Squalid': 31, 'Wretched': 2}",0,"[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]",High Mage Taern Hornblade,"['The Argent Legion', 'Local militias']",None,"['Common', 'Chondathan', 'Illuskan']","['Corellon Larethian', 'Helm', 'Lathander', 'Lurue', 'Mielikki', 'Moradin', 'Mystra', 'Oghma', 'Selûne', 'Sune', 'Tymora']",1067052,4651,161206,34,39.6,59,0,"The North (slade, Ed Greenwood, Jeff Grubb, Julia Martin, Steven Schend, Jennell Jaquays, Steve Perrin, 1996), Silver Marches (Ed Greenwood, Jason Carl, 2002)","[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]","{""humans"": 0.0, ""dwarves"": 1.0, ""elves"": 138.0, ""half-elves"": 0.0, ""halflings"": 0.0, ""gnomes"": 0.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 0.0, ""Comfortable"": 6.0, ""Modest"": 22.0, ""Poor"": 45.0, ""Squalid"": 31.0, ""Wretched"": 2.0}"
Quaervaar,The Silver Marches,Silverymoon,941,120012,120,"{'humans': 83, 'dwarves': 651, 'elves': 0, 'half-elves': 206, 'halflings': 0, 'gnomes': 0, 'half-orcs': 0, 'misc.': 0}",141,Wildlife attacks,['Dictatorship'],"{'Aristocratic': 0, 'Wealthy': 5, 'Comfortable': 37, 'Modest': 160, 'Poor': 292, 'Squalid': 164, 'Wretched': 11}",0,"[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]",High Mage Taern Hornblade,"['The Argent Legion', 'Local militias']",None,"['Common', 'Chondathan', 'Illuskan']","['Corellon Larethian', 'Helm', 'Lathander', 'Lurue', 'Mielikki', 'Moradin', 'Mystra', 'Oghma', 'Selûne', 'Sune', 'Tymora']",1067052,4651,161206,8.3,37.9,85,0,"The North (slade, Ed Greenwood, Jeff Grubb, Julia Martin, Steven Schend, Jennell Jaquays, Steve Perrin, 1996), Silver Marches (Ed Greenwood, Jason Carl, 2002)","[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]","{""humans"": 83.0, ""dwarves"": 651.0, ""elves"": 0.0, ""half-elves"": 206.0, ""halflings"": 0.0, ""gnomes"": 0.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 5.0, ""Comfortable"": 37.0, ""Modest"": 160.0, ""Poor"": 292.0, ""Squalid"": 164.0, ""Wretched"": 11.0}"
Rauvincross,The Silver Marches,Silverymoon,15634,3523308,7486,"{'humans': 1579, 'dwarves': 891, 'elves': 13038, 'half-elves': 0, 'halflings': 109, 'gnomes': 0, 'half-orcs': 0, 'misc.': 0}",315,Starvation,['Satrapy'],"{'Aristocratic': 69, 'Wealthy': 350, 'Comfortable': 2022, 'Modest': 1908, 'Poor': 5307, 'Squalid': 5495, 'Wretched': 1281}",1,"[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]",High Mage Taern Hornblade,"['The Argent Legion', 'Local militias']",guilds,"['Common', 'Chondathan', 'Illuskan']","['Corellon Larethian', 'Helm', 'Lathander', 'Lurue', 'Mielikki', 'Moradin', 'Mystra', 'Oghma', 'Selûne', 'Sune', 'Tymora']",1067052,4651,161206,20.9,33.3,84,0,"The North (slade, Ed Greenwood, Jeff Grubb, Julia Martin, Steven Schend, Jennell Jaquays, Steve Perrin, 1996), Silver Marches (Ed Greenwood, Jason Carl, 2002)","[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]","{""humans"": 1579.0, ""dwarves"": 891.0, ""elves"": 13038.0, ""half-elves"": 0.0, ""halflings"": 109.0, ""gnomes"": 0.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 69.0, ""Wealthy"": 350.0, ""Comfortable"": 2022.0, ""Modest"": 1908.0, ""Poor"": 5307.0, ""Squalid"": 5495.0, ""Wretched"": 1281.0}"
Rivermoot,The Silver Marches,Silverymoon,5893,906477,916,"{'humans': 5250, 'dwarves': 559, 'elves': 82, 'half-elves': 0, 'halflings': 0, 'gnomes': 0, 'half-orcs': 0, 'misc.': 0}",63,Bandit attacks,['Matriarchy'],"{'Aristocratic': 0, 'Wealthy': 107, 'Comfortable': 416, 'Modest': 704, 'Poor': 2036, 'Squalid': 1123, 'Wretched': 334}",0,"[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]",High Mage Taern Hornblade,"['The Argent Legion', 'Local militias']",None,"['Common', 'Chondathan', 'Illuskan']","['Corellon Larethian', 'Helm', 'Lathander', 'Lurue', 'Mielikki', 'Moradin', 'Mystra', 'Oghma', 'Selûne', 'Sune', 'Tymora']",1067052,4651,161206,16.8,20.2,66,0,"The North (slade, Ed Greenwood, Jeff Grubb, Julia Martin, Steven Schend, Jennell Jaquays, Steve Perrin, 1996), Silver Marches (Ed Greenwood, Jason Carl, 2002)","[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]","{""humans"": 5250.0, ""dwarves"": 559.0, ""elves"": 82.0, ""half-elves"": 0.0, ""halflings"": 0.0, ""gnomes"": 0.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 107.0, ""Comfortable"": 416.0, ""Modest"": 704.0, ""Poor"": 2036.0, ""Squalid"": 1123.0, ""Wretched"": 334.0}"
Sundabar,Dwarfholds of the North,Mirabar,801,112748,112,"{'humans': 276, 'dwarves': 504, 'elves': 8, 'half-elves': 9, 'halflings': 0, 'gnomes': 1, 'half-orcs': 0, 'misc.': 0}",127,Bandit attacks,['Satrapy'],"{'Aristocratic': 0, 'Wealthy': 7, 'Comfortable': 50, 'Modest': 112, 'Poor': 253, 'Squalid': 183, 'Wretched': 12}",0,"[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]",High Mage Taern Hornblade,"['The Argent Legion', 'Local militias']",Anstruth,"['Common', 'Chondathan', 'Illuskan']","['Corellon Larethian', 'Helm', 'Lathander', 'Lurue', 'Mielikki', 'Moradin', 'Mystra', 'Oghma', 'Selûne', 'Sune', 'Tymora']",1067052,862,161206,2.7,39.8,60,0,"The North (slade, Ed Greenwood, Jeff Grubb, Julia Martin, Steven Schend, Jennell Jaquays, Steve Perrin, 1996), Silver Marches (Ed Greenwood, Jason Carl, 2002)","[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]","{""humans"": 276.0, ""dwarves"": 504.0, ""elves"": 8.0, ""half-elves"": 9.0, ""halflings"": 0.0, ""gnomes"": 1.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 7.0, ""Comfortable"": 50.0, ""Modest"": 112.0, ""Poor"": 253.0, ""Squalid"": 183.0, ""Wretched"": 12.0}"
Winter's Edge,The Silver Marches,Silverymoon,6173,1063646,1085,"{'humans': 0, 'dwarves': 135, 'elves': 5728, 'half-elves': 6, 'halflings': 0, 'gnomes': 302, 'half-orcs': 0, 'misc.': 0}",346,Magic mishaps,['Republic'],"{'Aristocratic': 1, 'Wealthy': 83, 'Comfortable': 424, 'Modest': 1121, 'Poor': 2159, 'Squalid': 1713, 'Wretched': 189}",19,"[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]",High Mage Taern Hornblade,"['The Argent Legion', 'Local militias']",None,"['Common', 'Chondathan', 'Illuskan']","['Corellon Larethian', 'Helm', 'Lathander', 'Lurue', 'Mielikki', 'Moradin', 'Mystra', 'Oghma', 'Selûne', 'Sune', 'Tymora']",1067052,4651,161206,24.9,20.9,74,0,"The North (slade, Ed Greenwood, Jeff Grubb, Julia Martin, Steven Schend, Jennell Jaquays, Steve Perrin, 1996), Silver Marches (Ed Greenwood, Jason Carl, 2002)","[""['elven craftwork'"", ""'dwarven craftwork'"", ""'furs'"", ""'precious metals']""]","[""['armour'"", ""'books'"", ""'manufactured goods'"", ""'pottery'"", ""'spices'"", ""'wine']""]","{""humans"": 0.0, ""dwarves"": 135.0, ""elves"": 5728.0, ""half-elves"": 6.0, ""halflings"": 0.0, ""gnomes"": 302.0, ""half-orcs"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 1.0, ""Wealthy"": 83.0, ""Comfortable"": 424.0, ""Modest"": 1121.0, ""Poor"": 2159.0, ""Squalid"": 1713.0, ""Wretched"": 189.0}"
Yartar,The Sword Coast,Yartar,349,50406,50,"{'humans': 329, 'misc.': 19}",46,Old age,['Confederacy'],"{'Aristocratic': 0, 'Wealthy': 2, 'Comfortable': 23, 'Modest': 52, 'Poor': 116, 'Squalid': 89, 'Wretched': 6}",0,,,"Waterbaron of Yartar, Nestra Ruthio",None,None,,,2163294,1596573468,,48.4,38,85,100,,[],[],"{""humans"": 329.0, ""misc."": 19.0}","{""Aristocratic"": 0.0, ""Wealthy"": 2.0, ""Comfortable"": 23.0, ""Modest"": 52.0, ""Poor"": 116.0, ""Squalid"": 89.0, ""Wretched"": 6.0}"
Mintarn,The Sword Coast,Mintarn,4899,865086,871,"{'humans': 3331, 'dwarves': 1567, 'merfolk': 0}",84,Dueling accidents,['Dictatorship'],"{'Aristocratic': 0, 'Wealthy': 51, 'Comfortable': 349, 'Modest': 1043, 'Poor': 1647, 'Squalid': 957, 'Wretched': 239}",0,"[""['ships'"", ""'mercenaries'"", ""'food']""]","[""['moonshae wood'"", ""'mabadann oysters']""]","{'name': 'Tarnheel Embuirhan', 'title': 'Dictator'}",None,None,"['Common', 'Illuskan']",['Umberlee'],2163294,1596573468,617,63.3,48,78,28,"Treasures of the Savage Frontier (video game, 1992), Passage to Dawn (R.A. Salvatore, 1996)","[""['ships'"", ""'mercenaries'"", ""'food']""]","[""['moonshae wood'"", ""'mabadann oysters']""]","{""humans"": 3331.0, ""dwarves"": 1567.0, ""merfolk"": 0.0}","{""Aristocratic"": 0.0, ""Wealthy"": 51.0, ""Comfortable"": 349.0, ""Modest"": 1043.0, ""Poor"": 1647.0, ""Squalid"": 957.0, ""Wretched"": 239.0}"
Orlumbor,Orlumbor,Orlumbor,1490,238053,238,"{'humans': 1408, 'misc.': 81}",42,Disease,['Meritocracy'],"{'Aristocratic': 0, 'Wealthy': 16, 'Comfortable': 95, 'Modest': 264, 'Poor': 519, 'Squalid': 304, 'Wretched': 116}",0,"[""['ships']""]","[""['wood']""]",{'name': 'Tulgar Wrightsson'},None,None,"['Common', 'Illuskan']",['Talos'],2249,0,310,61.3,41.2,54,0,"Treasures of the Savage Frontier (video game, 1992)","[""['ships']""]","[""['wood']""]","{""humans"": 1408.0, ""misc."": 81.0}","{""Aristocratic"": 0.0, ""Wealthy"": 16.0, ""Comfortable"": 95.0, ""Modest"": 264.0, ""Poor"": 519.0, ""Squalid"": 304.0, ""Wretched"": 116.0}"
Farr Windward,Orlumbor,Orlumbor,759,90556,90,"{'humans': 755, 'misc.': 3}",46,Work-related accidents,['Autocracy'],"{'Aristocratic': 0, 'Wealthy': 2, 'Comfortable': 36, 'Modest': 98, 'Poor': 263, 'Squalid': 175, 'Wretched': 13}",0,"[""['ships']""]","[""['wood']""]",{'name': 'Tulgar Wrightsson'},None,None,"['Common', 'Illuskan']",['Talos'],2249,0,310,60.5,46.6,63,0,"Treasures of the Savage Frontier (video game, 1992)","[""['ships']""]","[""['wood']""]","{""humans"": 755.0, ""misc."": 3.0}","{""Aristocratic"": 0.0, ""Wealthy"": 2.0, ""Comfortable"": 36.0, ""Modest"": 98.0, ""Poor"": 263.0, ""Squalid"": 175.0, ""Wretched"": 13.0}"
Caer Callidyrr,Moonshae,Caer Callidyrr,22517,4691637,9069,"{'humans': 22517, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",47,Work-related accidents,['Patriarchy'],"{'Aristocratic': 55, 'Wealthy': 563, 'Comfortable': 2009, 'Modest': 4130, 'Poor': 6928, 'Squalid': 5182, 'Wretched': 1551}",18,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,guilds,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,87.6,62.6,44,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 22517.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 55.0, ""Wealthy"": 563.0, ""Comfortable"": 2009.0, ""Modest"": 4130.0, ""Poor"": 6928.0, ""Squalid"": 5182.0, ""Wretched"": 1551.0}"
Aithelar,Moonshae,Caer Callidyrr,13140,2670157,3656,"{'humans': 13140, 'halflings': 0, 'elves': 0, 'dwarves': 0, 'half-elves': 0, 'misc.': 0}",48,Assassination,['Theocracy'],"{'Aristocratic': 20, 'Wealthy': 244, 'Comfortable': 1392, 'Modest': 2013, 'Poor': 4458, 'Squalid': 4509, 'Wretched': 1296}",10,"[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]",{'name': 'High Queen Alicia Kendrick'},Various local militias,None,"['Aquan', 'Chondathan', 'Common', 'Dwarven', 'Elven', 'Giant', 'Illuskan', 'Sylvan']","['The Earthmother', 'Chauntea', 'Tempus']",1347449,6412,74169,82.9,64.9,79,0,"Moonshae (Douglas Niles, 1987), Halls of the High King (Ed Greenwood, 1990), Backdrop: The Moonshae Isles (Shawn Merwin, Dungeon #196, 2011)","[""['armour'"", ""'rose-gold'"", ""'timber'"", ""'weapons']""]","[""['coal'"", ""'horses'"", ""'minor magical items'"", ""'ore'"", ""'parchment'"", ""'silk']""]","{""humans"": 13140.0, ""halflings"": 0.0, ""elves"": 0.0, ""dwarves"": 0.0, ""half-elves"": 0.0, ""misc."": 0.0}","{""Aristocratic"": 20.0, ""Wealthy"": 244.0, ""Comfortable"": 1392.0, ""Modest"": 2013.0, ""Poor"": 4458.0, ""Squalid"": 4509.0, ""Wretched"": 1296.0}"
