row_id,settlement,region_kingdom,social_class,share
175,Orbedal,Halruaa,Poor,1380.0
175,Orbedal,Halruaa,Squalid,1051.0
175,Orbedal,Halruaa,Wretched,212.0
176,Rulasuu,Halruaa,Aristocratic,1.0
176,Rulasuu,Halruaa,Wealthy,51.0
176,Rulasuu,Halruaa,Comfortable,257.0
176,Rulasuu,Halruaa,Modest,887.0
176,Rulasuu,Halruaa,Poor,1194.0
176,Rulasuu,Halruaa,Squalid,847.0
176,Rulasuu,Halruaa,Wretched,238.0
177,Rwamphaler,Halruaa,Aristocratic,0.0
177,Rwamphaler,Halruaa,Wealthy,2.0
177,Rwamphaler,Halruaa,Comfortable,22.0
177,Rwamphaler,Halruaa,Modest,28.0
177,Rwamphaler,Halruaa,Poor,131.0
177,Rwamphaler,Halruaa,Squalid,96.0
177,Rwamphaler,Halruaa,Wretched,6.0
178,Salhantar,Halruaa,Aristocratic,0.0
178,Salhantar,Halruaa,Wealthy,71.0
178,Salhantar,Halruaa,Comfortable,228.0
178,Salhantar,Halruaa,Modest,701.0
178,Salhantar,Halruaa,Poor,1190.0
178,Salhantar,Halruaa,Squalid,868.0
178,Salhantar,Halruaa,Wretched,139.0
179,Ssorsil,Halruaa,Aristocratic,1.0
179,Ssorsil,Halruaa,Wealthy,63.0
179,Ssorsil,Halruaa,Comfortable,262.0
179,Ssorsil,Halruaa,Modest,794.0
179,Ssorsil,Halruaa,Poor,1280.0
179,Ssorsil,Halruaa,Squalid,783.0
179,Ssorsil,Halruaa,Wretched,220.0
180,Sulaziir,Halruaa,Aristocratic,1.0
180,Sulaziir,Halruaa,Wealthy,115.0
180,Sulaziir,Halruaa,Comfortable,693.0
180,Sulaziir,Halruaa,Modest,1121.0
180,Sulaziir,Halruaa,Poor,2789.0
180,Sulaziir,Halruaa,Squalid,1908.0
180,Sulaziir,Halruaa,Wretched,380.0
181,Talathgard,Halruaa,Aristocratic,0.0
181,Talathgard,Halruaa,Wealthy,1.0
181,Talathgard,Halruaa,Comfortable,11.0
181,Talathgard,Halruaa,Modest,16.0
181,Talathgard,Halruaa,Poor,69.0
181,Talathgard,Halruaa,Squalid,43.0
181,Talathgard,Halruaa,Wretched,2.0
182,Thilzoun,Halruaa,Aristocratic,1.0
182,Thilzoun,Halruaa,Wealthy,44.0
182,Thilzoun,Halruaa,Comfortable,294.0
182,Thilzoun,Halruaa,Modest,597.0
182,Thilzoun,Halruaa,Poor,1190.0
182,Thilzoun,Halruaa,Squalid,985.0
182,Thilzoun,Halruaa,Wretched,152.0
183,Thom,Halruaa,Aristocratic,1.0
183,Thom,Halruaa,Wealthy,142.0
183,Thom,Halruaa,Comfortable,583.0
183,Thom,Halruaa,Modest,2163.0
183,Thom,Halruaa,Poor,2794.0
183,Thom,Halruaa,Squalid,2610.0
183,Thom,Halruaa,Wretched,350.0
184,Yaulazna,Halruaa,Aristocratic,0.0
184,Yaulazna,Halruaa,Wealthy,0.0
184,Yaulazna,Halruaa,Comfortable,19.0
184,Yaulazna,Halruaa,Modest,69.0
184,Yaulazna,Halruaa,Poor,140.0
184,Yaulazna,Halruaa,Squalid,74.0
184,Yaulazna,Halruaa,Wretched,4.0
185,Zalazuu,Halruaa,Aristocratic,0.0
185,Zalazuu,Halruaa,Wealthy,67.0
185,Zalazuu,Halruaa,Comfortable,361.0
185,Zalazuu,Halruaa,Modest,618.0
185,Zalazuu,Halruaa,Poor,1459.0
185,Zalazuu,Halruaa,Squalid,1000.0
185,Zalazuu,Halruaa,Wretched,340.0
186,Zhal,Halruaa,Aristocratic,0.0
186,Zhal,Halruaa,Wealthy,3.0
186,Zhal,Halruaa,Comfortable,20.0
186,Zhal,Halruaa,Modest,59.0
186,Zhal,Halruaa,Poor,131.0
186,Zhal,Halruaa,Squalid,59.0
186,Zhal,Halruaa,Wretched,6.0
187,Zoundar,Halruaa,Aristocratic,0.0
187,Zoundar,Halruaa,Wealthy,4.0
187,Zoundar,Halruaa,Comfortable,37.0
187,Zoundar,Halruaa,Modest,169.0
187,Zoundar,Halruaa,Poor,301.0
187,Zoundar,Halruaa,Squalid,241.0
187,Zoundar,Halruaa,Wretched,9.0
188,Zzuntal,Halruaa,Aristocratic,0.0
188,Zzuntal,Halruaa,Wealthy,51.0
188,Zzuntal,Halruaa,Comfortable,299.0
188,Zzuntal,Halruaa,Modest,500.0
188,Zzuntal,Halruaa,Poor,1318.0
188,Zzuntal,Halruaa,Squalid,703.0
188,Zzuntal,Halruaa,Wretched,138.0
189,Lyrabar,Impiltur,Aristocratic,80.0
189,Lyrabar,Impiltur,Wealthy,652.0
189,Lyrabar,Impiltur,Comfortable,5707.0
189,Lyrabar,Impiltur,Modest,5171.0
189,Lyrabar,Impiltur,Poor,16610.0
189,Lyrabar,Impiltur,Squalid,17356.0
189,Lyrabar,Impiltur,Wretched,2454.0
190,Arn’s Cove,Impiltur,Aristocratic,0.0
190,Arn’s Cove,Impiltur,Wealthy,6.0
190,Arn’s Cove,Impiltur,Comfortable,40.0
190,Arn’s Cove,Impiltur,Modest,159.0
190,Arn’s Cove,Impiltur,Poor,319.0
190,Arn’s Cove,Impiltur,Squalid,199.0
190,Arn’s Cove,Impiltur,Wretched,16.0
191,Bay Town,Impiltur,Aristocratic,0.0
191,Bay Town,Impiltur,Wealthy,27.0
191,Bay Town,Impiltur,Comfortable,126.0
191,Bay Town,Impiltur,Modest,416.0
191,Bay Town,Impiltur,Poor,520.0
191,Bay Town,Impiltur,Squalid,444.0
191,Bay Town,Impiltur,Wretched,120.0
192,Borgar’s Mill,Impiltur,Aristocratic,0.0
192,Borgar’s Mill,Impiltur,Wealthy,1.0
192,Borgar’s Mill,Impiltur,Comfortable,20.0
192,Borgar’s Mill,Impiltur,Modest,35.0
192,Borgar’s Mill,Impiltur,Poor,154.0
192,Borgar’s Mill,Impiltur,Squalid,84.0
192,Borgar’s Mill,Impiltur,Wretched,7.0
193,Cairnpur,Impiltur,Aristocratic,0.0
193,Cairnpur,Impiltur,Wealthy,1.0
193,Cairnpur,Impiltur,Comfortable,37.0
193,Cairnpur,Impiltur,Modest,92.0
193,Cairnpur,Impiltur,Poor,190.0
193,Cairnpur,Impiltur,Squalid,141.0
193,Cairnpur,Impiltur,Wretched,9.0
194,Dilpur,Impiltur,Aristocratic,57.0
194,Dilpur,Impiltur,Wealthy,172.0
194,Dilpur,Impiltur,Comfortable,1258.0
194,Dilpur,Impiltur,Modest,2013.0
194,Dilpur,Impiltur,Poor,4587.0
194,Dilpur,Impiltur,Squalid,5022.0
194,Dilpur,Impiltur,Wretched,889.0
195,Filur,Impiltur,Aristocratic,0.0
195,Filur,Impiltur,Wealthy,4.0
195,Filur,Impiltur,Comfortable,26.0
195,Filur,Impiltur,Modest,82.0
195,Filur,Impiltur,Poor,180.0
195,Filur,Impiltur,Squalid,173.0
195,Filur,Impiltur,Wretched,9.0
196,Guidodale,Impiltur,Aristocratic,2.0
196,Guidodale,Impiltur,Wealthy,110.0
196,Guidodale,Impiltur,Comfortable,449.0
196,Guidodale,Impiltur,Modest,844.0
196,Guidodale,Impiltur,Poor,1889.0
196,Guidodale,Impiltur,Squalid,1631.0
196,Guidodale,Impiltur,Wretched,459.0
197,Hlammach,Impiltur,Aristocratic,106.0
197,Hlammach,Impiltur,Wealthy,421.0
197,Hlammach,Impiltur,Comfortable,3432.0
197,Hlammach,Impiltur,Modest,3714.0
197,Hlammach,Impiltur,Poor,11162.0
197,Hlammach,Impiltur,Squalid,11994.0
197,Hlammach,Impiltur,Wretched,2838.0
198,Ilmwatch,Impiltur,Aristocratic,0.0
198,Ilmwatch,Impiltur,Wealthy,3.0
198,Ilmwatch,Impiltur,Comfortable,27.0
198,Ilmwatch,Impiltur,Modest,100.0
198,Ilmwatch,Impiltur,Poor,163.0
198,Ilmwatch,Impiltur,Squalid,97.0
198,Ilmwatch,Impiltur,Wretched,10.0
199,Kielbast,Impiltur,Aristocratic,0.0
199,Kielbast,Impiltur,Wealthy,0.0
199,Kielbast,Impiltur,Comfortable,51.0
199,Kielbast,Impiltur,Modest,159.0
199,Kielbast,Impiltur,Poor,279.0
199,Kielbast,Impiltur,Squalid,205.0
199,Kielbast,Impiltur,Wretched,16.0
200,Laviguer,Impiltur,Aristocratic,0.0
200,Laviguer,Impiltur,Wealthy,0.0
200,Laviguer,Impiltur,Comfortable,30.0
200,Laviguer,Impiltur,Modest,56.0
200,Laviguer,Impiltur,Poor,174.0
200,Laviguer,Impiltur,Squalid,94.0
200,Laviguer,Impiltur,Wretched,8.0
201,Lenchford,Impiltur,Aristocratic,0.0
201,Lenchford,Impiltur,Wealthy,5.0
201,Lenchford,Impiltur,Comfortable,25.0
201,Lenchford,Impiltur,Modest,52.0
201,Lenchford,Impiltur,Poor,175.0
201,Lenchford,Impiltur,Squalid,86.0
201,Lenchford,Impiltur,Wretched,10.0
202,Maracrath,Impiltur,Aristocratic,3.0
202,Maracrath,Impiltur,Wealthy,152.0
202,Maracrath,Impiltur,Comfortable,580.0
202,Maracrath,Impiltur,Modest,1368.0
202,Maracrath,Impiltur,Poor,2991.0
202,Maracrath,Impiltur,Squalid,2598.0
202,Maracrath,Impiltur,Wretched,459.0
203,Mulltown,Impiltur,Aristocratic,0.0
203,Mulltown,Impiltur,Wealthy,2.0
203,Mulltown,Impiltur,Comfortable,17.0
203,Mulltown,Impiltur,Modest,45.0
203,Mulltown,Impiltur,Poor,80.0
203,Mulltown,Impiltur,Squalid,52.0
203,Mulltown,Impiltur,Wretched,3.0
204,New Moranay,Impiltur,Aristocratic,0.0
204,New Moranay,Impiltur,Wealthy,14.0
204,New Moranay,Impiltur,Comfortable,106.0
204,New Moranay,Impiltur,Modest,336.0
204,New Moranay,Impiltur,Poor,415.0
204,New Moranay,Impiltur,Squalid,309.0
204,New Moranay,Impiltur,Wretched,106.0
205,New Sarshel,Impiltur,Aristocratic,0.0
205,New Sarshel,Impiltur,Wealthy,24.0
205,New Sarshel,Impiltur,Comfortable,93.0
205,New Sarshel,Impiltur,Modest,249.0
205,New Sarshel,Impiltur,Poor,501.0
205,New Sarshel,Impiltur,Squalid,408.0
205,New Sarshel,Impiltur,Wretched,111.0
206,Outentown,Impiltur,Aristocratic,0.0
206,Outentown,Impiltur,Wealthy,0.0
206,Outentown,Impiltur,Comfortable,7.0
206,Outentown,Impiltur,Modest,3.0
206,Outentown,Impiltur,Poor,25.0
206,Outentown,Impiltur,Squalid,18.0
206,Outentown,Impiltur,Wretched,0.0
207,Pick ‘n’ Axe,Impiltur,Aristocratic,0.0
207,Pick ‘n’ Axe,Impiltur,Wealthy,0.0
207,Pick ‘n’ Axe,Impiltur,Comfortable,33.0
207,Pick ‘n’ Axe,Impiltur,Modest,66.0
207,Pick ‘n’ Axe,Impiltur,Poor,188.0
207,Pick ‘n’ Axe,Impiltur,Squalid,91.0
207,Pick ‘n’ Axe,Impiltur,Wretched,8.0
208,Red Bluffs,Impiltur,Aristocratic,1.0
208,Red Bluffs,Impiltur,Wealthy,64.0
208,Red Bluffs,Impiltur,Comfortable,389.0
208,Red Bluffs,Impiltur,Modest,911.0
208,Red Bluffs,Impiltur,Poor,1840.0
208,Red Bluffs,Impiltur,Squalid,1073.0
208,Red Bluffs,Impiltur,Wretched,436.0
209,Relgar’s Ford,Impiltur,Aristocratic,0.0
209,Relgar’s Ford,Impiltur,Wealthy,4.0
209,Relgar’s Ford,Impiltur,Comfortable,38.0
209,Relgar’s Ford,Impiltur,Modest,76.0
209,Relgar’s Ford,Impiltur,Poor,197.0
209,Relgar’s Ford,Impiltur,Squalid,128.0
209,Relgar’s Ford,Impiltur,Wretched,9.0
210,Sarshel,Impiltur,Aristocratic,0.0
210,Sarshel,Impiltur,Wealthy,1.0
210,Sarshel,Impiltur,Comfortable,41.0
210,Sarshel,Impiltur,Modest,83.0
210,Sarshel,Impiltur,Poor,183.0
210,Sarshel,Impiltur,Squalid,118.0
210,Sarshel,Impiltur,Wretched,7.0
211,Songhal,Impiltur,Aristocratic,0.0
211,Songhal,Impiltur,Wealthy,4.0
211,Songhal,Impiltur,Comfortable,55.0
211,Songhal,Impiltur,Modest,121.0
211,Songhal,Impiltur,Poor,263.0
211,Songhal,Impiltur,Squalid,185.0
211,Songhal,Impiltur,Wretched,10.0
212,Thelnam,Impiltur,Aristocratic,0.0
212,Thelnam,Impiltur,Wealthy,4.0
212,Thelnam,Impiltur,Comfortable,30.0
212,Thelnam,Impiltur,Modest,67.0
212,Thelnam,Impiltur,Poor,189.0
212,Thelnam,Impiltur,Squalid,121.0
212,Thelnam,Impiltur,Wretched,7.0
213,Three Horns,Impiltur,Aristocratic,0.0
213,Three Horns,Impiltur,Wealthy,0.0
213,Three Horns,Impiltur,Comfortable,1.0
213,Three Horns,Impiltur,Modest,11.0
213,Three Horns,Impiltur,Poor,32.0
213,Three Horns,Impiltur,Squalid,13.0
213,Three Horns,Impiltur,Wretched,0.0
214,Timbertown,Impiltur,Aristocratic,0.0
214,Timbertown,Impiltur,Wealthy,1.0
214,Timbertown,Impiltur,Comfortable,10.0
214,Timbertown,Impiltur,Modest,18.0
214,Timbertown,Impiltur,Poor,55.0
214,Timbertown,Impiltur,Squalid,28.0
214,Timbertown,Impiltur,Wretched,2.0
215,Vordric Dun,Impiltur,Aristocratic,0.0
215,Vordric Dun,Impiltur,Wealthy,2.0
215,Vordric Dun,Impiltur,Comfortable,31.0
215,Vordric Dun,Impiltur,Modest,64.0
215,Vordric Dun,Impiltur,Poor,181.0
215,Vordric Dun,Impiltur,Squalid,171.0
215,Vordric Dun,Impiltur,Wretched,8.0
216,Caer Callidyrr,Moonshae,Aristocratic,0.0
216,Caer Callidyrr,Moonshae,Wealthy,17.0
216,Caer Callidyrr,Moonshae,Comfortable,77.0
216,Caer Callidyrr,Moonshae,Modest,260.0
216,Caer Callidyrr,Moonshae,Poor,350.0
216,Caer Callidyrr,Moonshae,Squalid,273.0
216,Caer Callidyrr,Moonshae,Wretched,53.0
217,Aithelar,Moonshae,Aristocratic,0.0
217,Aithelar,Moonshae,Wealthy,8.0
217,Aithelar,Moonshae,Comfortable,39.0
217,Aithelar,Moonshae,Modest,96.0
217,Aithelar,Moonshae,Poor,265.0
217,Aithelar,Moonshae,Squalid,231.0
217,Aithelar,Moonshae,Wretched,14.0
218,Blackstone,Moonshae,Aristocratic,0.0
218,Blackstone,Moonshae,Wealthy,6.0
218,Blackstone,Moonshae,Comfortable,40.0
218,Blackstone,Moonshae,Modest,147.0
218,Blackstone,Moonshae,Poor,267.0
218,Blackstone,Moonshae,Squalid,228.0
218,Blackstone,Moonshae,Wretched,10.0
219,Blythe,Moonshae,Aristocratic,0.0
219,Blythe,Moonshae,Wealthy,1.0
219,Blythe,Moonshae,Comfortable,31.0
219,Blythe,Moonshae,Modest,130.0
219,Blythe,Moonshae,Poor,208.0
219,Blythe,Moonshae,Squalid,113.0
219,Blythe,Moonshae,Wretched,7.0
220,Borth,Moonshae,Aristocratic,0.0
220,Borth,Moonshae,Wealthy,0.0
220,Borth,Moonshae,Comfortable,4.0
220,Borth,Moonshae,Modest,8.0
220,Borth,Moonshae,Poor,29.0
220,Borth,Moonshae,Squalid,16.0
220,Borth,Moonshae,Wretched,0.0
221,Bounty,Moonshae,Aristocratic,0.0
221,Bounty,Moonshae,Wealthy,0.0
221,Bounty,Moonshae,Comfortable,41.0
221,Bounty,Moonshae,Modest,75.0
221,Bounty,Moonshae,Poor,324.0
221,Bounty,Moonshae,Squalid,158.0
221,Bounty,Moonshae,Wretched,10.0
222,Brannoch,Moonshae,Aristocratic,0.0
222,Brannoch,Moonshae,Wealthy,6.0
222,Brannoch,Moonshae,Comfortable,51.0
222,Brannoch,Moonshae,Modest,103.0
222,Brannoch,Moonshae,Poor,267.0
222,Brannoch,Moonshae,Squalid,129.0
222,Brannoch,Moonshae,Wretched,10.0
223,Bray,Moonshae,Aristocratic,0.0
223,Bray,Moonshae,Wealthy,15.0
223,Bray,Moonshae,Comfortable,102.0
223,Bray,Moonshae,Modest,270.0
223,Bray,Moonshae,Poor,517.0
223,Bray,Moonshae,Squalid,406.0
223,Bray,Moonshae,Wretched,120.0
224,Cambro,Moonshae,Aristocratic,0.0
224,Cambro,Moonshae,Wealthy,6.0
224,Cambro,Moonshae,Comfortable,39.0
224,Cambro,Moonshae,Modest,110.0
224,Cambro,Moonshae,Poor,224.0
224,Cambro,Moonshae,Squalid,124.0
224,Cambro,Moonshae,Wretched,14.0
225,Caer Corwell,Moonshae,Aristocratic,0.0
225,Caer Corwell,Moonshae,Wealthy,1.0
225,Caer Corwell,Moonshae,Comfortable,27.0
225,Caer Corwell,Moonshae,Modest,81.0
225,Caer Corwell,Moonshae,Poor,171.0
225,Caer Corwell,Moonshae,Squalid,156.0
225,Caer Corwell,Moonshae,Wretched,10.0
226,Caer Moray,Moonshae,Aristocratic,0.0
226,Caer Moray,Moonshae,Wealthy,14.0
226,Caer Moray,Moonshae,Comfortable,76.0
226,Caer Moray,Moonshae,Modest,151.0
226,Caer Moray,Moonshae,Poor,361.0
226,Caer Moray,Moonshae,Squalid,298.0
226,Caer Moray,Moonshae,Wretched,84.0
227,Caer Westphal,Moonshae,Aristocratic,0.0
227,Caer Westphal,Moonshae,Wealthy,4.0
227,Caer Westphal,Moonshae,Comfortable,26.0
227,Caer Westphal,Moonshae,Modest,90.0
227,Caer Westphal,Moonshae,Poor,173.0
227,Caer Westphal,Moonshae,Squalid,134.0
227,Caer Westphal,Moonshae,Wretched,9.0
228,Caervu,Moonshae,Aristocratic,0.0
228,Caervu,Moonshae,Wealthy,0.0
228,Caervu,Moonshae,Comfortable,7.0
228,Caervu,Moonshae,Modest,14.0
228,Caervu,Moonshae,Poor,28.0
228,Caervu,Moonshae,Squalid,18.0
228,Caervu,Moonshae,Wretched,0.0
229,Cobh,Moonshae,Aristocratic,0.0
229,Cobh,Moonshae,Wealthy,0.0
229,Cobh,Moonshae,Comfortable,12.0
229,Cobh,Moonshae,Modest,23.0
229,Cobh,Moonshae,Poor,63.0
229,Cobh,Moonshae,Squalid,34.0
229,Cobh,Moonshae,Wretched,2.0
230,Codfin,Moonshae,Aristocratic,0.0
230,Codfin,Moonshae,Wealthy,21.0
230,Codfin,Moonshae,Comfortable,71.0
230,Codfin,Moonshae,Modest,172.0
230,Codfin,Moonshae,Poor,387.0
230,Codfin,Moonshae,Squalid,208.0
230,Codfin,Moonshae,Wretched,63.0
231,Codscove,Moonshae,Aristocratic,0.0
231,Codscove,Moonshae,Wealthy,4.0
231,Codscove,Moonshae,Comfortable,45.0
231,Codscove,Moonshae,Modest,84.0
231,Codscove,Moonshae,Poor,260.0
231,Codscove,Moonshae,Squalid,181.0
231,Codscove,Moonshae,Wretched,13.0
232,Doncastle,Moonshae,Aristocratic,0.0
232,Doncastle,Moonshae,Wealthy,0.0
232,Doncastle,Moonshae,Comfortable,7.0
232,Doncastle,Moonshae,Modest,4.0
232,Doncastle,Moonshae,Poor,28.0
232,Doncastle,Moonshae,Squalid,24.0
232,Doncastle,Moonshae,Wretched,0.0
233,Dorset,Moonshae,Aristocratic,0.0
233,Dorset,Moonshae,Wealthy,0.0
233,Dorset,Moonshae,Comfortable,20.0
233,Dorset,Moonshae,Modest,42.0
233,Dorset,Moonshae,Poor,109.0
233,Dorset,Moonshae,Squalid,70.0
233,Dorset,Moonshae,Wretched,4.0
234,Dultann,Moonshae,Aristocratic,0.0
234,Dultann,Moonshae,Wealthy,23.0
234,Dultann,Moonshae,Comfortable,81.0
234,Dultann,Moonshae,Modest,184.0
234,Dultann,Moonshae,Poor,420.0
234,Dultann,Moonshae,Squalid,240.0
234,Dultann,Moonshae,Wretched,72.0
235,Dynnatt,Moonshae,Aristocratic,0.0
235,Dynnatt,Moonshae,Wealthy,2.0
235,Dynnatt,Moonshae,Comfortable,22.0
235,Dynnatt,Moonshae,Modest,99.0
235,Dynnatt,Moonshae,Poor,172.0
235,Dynnatt,Moonshae,Squalid,125.0
235,Dynnatt,Moonshae,Wretched,5.0
236,Dynnegall,Moonshae,Aristocratic,0.0
236,Dynnegall,Moonshae,Wealthy,6.0
236,Dynnegall,Moonshae,Comfortable,56.0
236,Dynnegall,Moonshae,Modest,167.0
236,Dynnegall,Moonshae,Poor,274.0
236,Dynnegall,Moonshae,Squalid,271.0
236,Dynnegall,Moonshae,Wretched,14.0
237,Elyssyrr,Moonshae,Aristocratic,0.0
237,Elyssyrr,Moonshae,Wealthy,2.0
237,Elyssyrr,Moonshae,Comfortable,18.0
237,Elyssyrr,Moonshae,Modest,35.0
237,Elyssyrr,Moonshae,Poor,100.0
237,Elyssyrr,Moonshae,Squalid,91.0
237,Elyssyrr,Moonshae,Wretched,6.0
238,Farview,Moonshae,Aristocratic,0.0
238,Farview,Moonshae,Wealthy,16.0
238,Farview,Moonshae,Comfortable,71.0
238,Farview,Moonshae,Modest,105.0
238,Farview,Moonshae,Poor,330.0
238,Farview,Moonshae,Squalid,256.0
238,Farview,Moonshae,Wretched,39.0
239,Fenton,Moonshae,Aristocratic,0.0
239,Fenton,Moonshae,Wealthy,7.0
239,Fenton,Moonshae,Comfortable,39.0
239,Fenton,Moonshae,Modest,122.0
239,Fenton,Moonshae,Poor,242.0
239,Fenton,Moonshae,Squalid,136.0
239,Fenton,Moonshae,Wretched,12.0
240,Grady,Moonshae,Aristocratic,0.0
240,Grady,Moonshae,Wealthy,18.0
240,Grady,Moonshae,Comfortable,76.0
240,Grady,Moonshae,Modest,263.0
240,Grady,Moonshae,Poor,380.0
240,Grady,Moonshae,Squalid,242.0
240,Grady,Moonshae,Wretched,48.0
241,Graystone,Moonshae,Aristocratic,0.0
241,Graystone,Moonshae,Wealthy,22.0
241,Graystone,Moonshae,Comfortable,106.0
241,Graystone,Moonshae,Modest,272.0
241,Graystone,Moonshae,Poor,539.0
241,Graystone,Moonshae,Squalid,342.0
241,Graystone,Moonshae,Wretched,85.0
242,Grimstad,Moonshae,Aristocratic,0.0
242,Grimstad,Moonshae,Wealthy,6.0
242,Grimstad,Moonshae,Comfortable,36.0
242,Grimstad,Moonshae,Modest,85.0
242,Grimstad,Moonshae,Poor,220.0
242,Grimstad,Moonshae,Squalid,114.0
242,Grimstad,Moonshae,Wretched,11.0
243,Harloch,Moonshae,Aristocratic,0.0
243,Harloch,Moonshae,Wealthy,15.0
243,Harloch,Moonshae,Comfortable,88.0
243,Harloch,Moonshae,Modest,207.0
243,Harloch,Moonshae,Poor,369.0
243,Harloch,Moonshae,Squalid,265.0
243,Harloch,Moonshae,Wretched,78.0
244,Hickorydale,Moonshae,Aristocratic,0.0
244,Hickorydale,Moonshae,Wealthy,11.0
244,Hickorydale,Moonshae,Comfortable,90.0
244,Hickorydale,Moonshae,Modest,234.0
244,Hickorydale,Moonshae,Poor,387.0
244,Hickorydale,Moonshae,Squalid,228.0
244,Hickorydale,Moonshae,Wretched,42.0
245,Horsa,Moonshae,Aristocratic,0.0
245,Horsa,Moonshae,Wealthy,57.0
245,Horsa,Moonshae,Comfortable,341.0
245,Horsa,Moonshae,Modest,1054.0
245,Horsa,Moonshae,Poor,1494.0
245,Horsa,Moonshae,Squalid,1319.0
245,Horsa,Moonshae,Wretched,183.0
246,Horst,Moonshae,Aristocratic,0.0
246,Horst,Moonshae,Wealthy,0.0
246,Horst,Moonshae,Comfortable,26.0
246,Horst,Moonshae,Modest,68.0
246,Horst,Moonshae,Poor,137.0
246,Horst,Moonshae,Squalid,67.0
246,Horst,Moonshae,Wretched,5.0
247,Highhome,Moonshae,Aristocratic,0.0
247,Highhome,Moonshae,Wealthy,0.0
247,Highhome,Moonshae,Comfortable,4.0
247,Highhome,Moonshae,Modest,7.0
247,Highhome,Moonshae,Poor,29.0
247,Highhome,Moonshae,Squalid,16.0
247,Highhome,Moonshae,Wretched,0.0
248,Highrock,Moonshae,Aristocratic,0.0
248,Highrock,Moonshae,Wealthy,3.0
248,Highrock,Moonshae,Comfortable,24.0
248,Highrock,Moonshae,Modest,59.0
248,Highrock,Moonshae,Poor,124.0
248,Highrock,Moonshae,Squalid,64.0
248,Highrock,Moonshae,Wretched,4.0
249,Holyhead,Moonshae,Aristocratic,0.0
249,Holyhead,Moonshae,Wealthy,24.0
249,Holyhead,Moonshae,Comfortable,92.0
249,Holyhead,Moonshae,Modest,139.0
249,Holyhead,Moonshae,Poor,424.0
249,Holyhead,Moonshae,Squalid,368.0
249,Holyhead,Moonshae,Wretched,44.0
250,Horstall,Moonshae,Aristocratic,0.0
250,Horstall,Moonshae,Wealthy,1.0
250,Horstall,Moonshae,Comfortable,46.0
250,Horstall,Moonshae,Modest,88.0
250,Horstall,Moonshae,Poor,236.0
250,Horstall,Moonshae,Squalid,117.0
250,Horstall,Moonshae,Wretched,8.0
251,Hyoclaatl,Moonshae,Aristocratic,53.0
251,Hyoclaatl,Moonshae,Wealthy,265.0
251,Hyoclaatl,Moonshae,Comfortable,1099.0
251,Hyoclaatl,Moonshae,Modest,1597.0
251,Hyoclaatl,Moonshae,Poor,4126.0
251,Hyoclaatl,Moonshae,Squalid,2446.0
251,Hyoclaatl,Moonshae,Wretched,1146.0
252,Kingsbay,Moonshae,Aristocratic,0.0
252,Kingsbay,Moonshae,Wealthy,2.0
252,Kingsbay,Moonshae,Comfortable,44.0
252,Kingsbay,Moonshae,Modest,97.0
252,Kingsbay,Moonshae,Poor,269.0
252,Kingsbay,Moonshae,Squalid,237.0
252,Kingsbay,Moonshae,Wretched,8.0
253,Koart,Moonshae,Aristocratic,0.0
253,Koart,Moonshae,Wealthy,28.0
253,Koart,Moonshae,Comfortable,119.0
253,Koart,Moonshae,Modest,235.0
253,Koart,Moonshae,Poor,542.0
253,Koart,Moonshae,Squalid,331.0
253,Koart,Moonshae,Wretched,51.0
254,Kork,Moonshae,Aristocratic,0.0
254,Kork,Moonshae,Wealthy,18.0
254,Kork,Moonshae,Comfortable,114.0
254,Kork,Moonshae,Modest,225.0
254,Kork,Moonshae,Poor,529.0
254,Kork,Moonshae,Squalid,448.0
254,Kork,Moonshae,Wretched,84.0
255,Kythyss,Moonshae,Aristocratic,0.0
255,Kythyss,Moonshae,Wealthy,16.0
255,Kythyss,Moonshae,Comfortable,120.0
255,Kythyss,Moonshae,Modest,169.0
255,Kythyss,Moonshae,Poor,524.0
255,Kythyss,Moonshae,Squalid,352.0
255,Kythyss,Moonshae,Wretched,123.0
256,Lehigh,Moonshae,Aristocratic,0.0
256,Lehigh,Moonshae,Wealthy,3.0
256,Lehigh,Moonshae,Comfortable,28.0
256,Lehigh,Moonshae,Modest,94.0
256,Lehigh,Moonshae,Poor,157.0
256,Lehigh,Moonshae,Squalid,146.0
256,Lehigh,Moonshae,Wretched,7.0
257,Llandrain,Moonshae,Aristocratic,0.0
257,Llandrain,Moonshae,Wealthy,23.0
257,Llandrain,Moonshae,Comfortable,116.0
257,Llandrain,Moonshae,Modest,242.0
257,Llandrain,Moonshae,Poor,482.0
257,Llandrain,Moonshae,Squalid,318.0
257,Llandrain,Moonshae,Wretched,111.0
258,Llewellyn,Moonshae,Aristocratic,0.0
258,Llewellyn,Moonshae,Wealthy,1.0
258,Llewellyn,Moonshae,Comfortable,37.0
258,Llewellyn,Moonshae,Modest,69.0
258,Llewellyn,Moonshae,Poor,215.0
258,Llewellyn,Moonshae,Squalid,164.0
258,Llewellyn,Moonshae,Wretched,12.0
259,Lowhill,Moonshae,Aristocratic,16.0
259,Lowhill,Moonshae,Wealthy,226.0
259,Lowhill,Moonshae,Comfortable,1208.0
259,Lowhill,Moonshae,Modest,1791.0
259,Lowhill,Moonshae,Poor,4450.0
259,Lowhill,Moonshae,Squalid,3355.0
259,Lowhill,Moonshae,Wretched,1056.0
260,MacSheehan,Moonshae,Aristocratic,0.0
