settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,canon_status,source_confidence,hidden_economy,trade_balance,risk_index,geo_lat,geo_lon
Amn Settlement 0383,Amn,Athkatla,3139,14777690,725206,"{'humans': 2625, 'elves': 138, 'dwarves': 110, 'halflings': 76, 'half-orcs': 173, 'misc.': 17}",95,war,['Dictatorship'],"{'poor': 0.5014, 'middle': 0.3644, 'wealthy': 0.0478, 'aristocrat': 0.0865}",2,[['armor']],"[['glass', 'jewelry', 'magic items']]",Ruler AMN-494,mercenary heavy,None,"Draconic, Dwarvish","Lathander, Tempus, Tyr",191831,772478497,244.51,66.3,61.3,5,0,synthetic generator v2,synthetic,0.89,17639111,-2,19.1,-15.45254,-24.82713
Cormyr Settlement 0384,Cormyr,Suzail,283,1875620,97459,"{'humans': 187, 'elves': 27, 'dwarves': 17, 'halflings': 27, 'half-orcs': 5, 'misc.': 20}",88,disease,['Dictatorship'],"{'poor': 0.5573, 'middle': 0.2006, 'wealthy': 0.0977, 'aristocrat': 0.1444}",16,"[['cloth', 'gems', 'horses']]","[['coal', 'mercenaries', 'parchment']]",Ruler COR-394,small militia,guilds,"Draconic, Dwarvish, Halfling",Torm,162084,631592082,127.97,56.8,70.5,8,0,synthetic generator v2,synthetic,0.52,2439555,0,40.8,50.73048,-119.17897
Neverwinter Settlement 0385,Neverwinter,Neverwinter,1497,13292066,217609,"{'humans': 1147, 'elves': 40, 'dwarves': 56, 'halflings': 66, 'half-orcs': 77, 'misc.': 111}",157,arcane mishap,['Monarchy'],"{'poor': 0.4649, 'middle': 0.2262, 'wealthy': 0.0956, 'aristocrat': 0.2133}",2,[['cloth']],"[['parchment', 'silk']]",Ruler NEV-964,mercenary heavy,None,"Dwarvish, Halfling","Chauntea, Tyr",172720,723835434,411.5,54.5,41.8,3,0,synthetic generator v2,synthetic,0.61,11477364,-1,12.1,50.95384,101.16911
Tethyr Settlement 0386,Tethyr,Darromar,1020,2048096,43849,"{'humans': 877, 'elves': 107, 'dwarves': 82, 'halflings': 86, 'half-orcs': 35, 'misc.': 0}",164,monster attack,['Magocracy'],"{'poor': 0.6115, 'middle': 0.3384, 'wealthy': 0.0452, 'aristocrat': 0.0049}",0,"[['fish', 'salt', 'timber', 'wine']]","[['parchment', 'spices']]",Ruler TET-456,professional guard,guilds,Halfling,"Lathander, Selune",306344,1288038783,97.58,64.4,69.7,0,0,synthetic generator v2,synthetic,0.67,2354989,2,0.0,-29.6147,111.75165
Waterdeep Settlement 0387,Waterdeep,Waterdeep,604,5329620,46451,"{'humans': 419, 'elves': 51, 'dwarves': 42, 'halflings': 41, 'half-orcs': 32, 'misc.': 19}",59,crime,['Satrapy'],"{'poor': 0.4904, 'middle': 0.2029, 'wealthy': 0.0928, 'aristocrat': 0.2139}",0,[['cloth']],"[['coal', 'mercenaries', 'ore', 'parchment']]",Ruler WAT-742,professional guard,None,Common,"Chauntea, Tyr",190388,767901516,373.67,48.5,46.1,0,0,synthetic generator v2,synthetic,0.7,4408167,-3,0.0,-9.87572,3.25417
Calimshan Settlement 0388,Calimshan,Memnon,4316,19390072,69406,"{'humans': 3727, 'elves': 114, 'dwarves': 430, 'halflings': 138, 'half-orcs': 91, 'misc.': 0}",31,arcane mishap,['Patriarchy'],"{'poor': 0.456, 'middle': 0.39, 'wealthy': 0.0859, 'aristocrat': 0.0681}",0,"[['cloth', 'gems', 'grain']]","[['coal', 'glass', 'mercenaries', 'ore', 'parchment']]",Ruler CAL-433,mercenary heavy,arcanum,"Common, Elvish, Halfling",Selune,169269,841078201,130.26,85.1,29.1,6,0,synthetic generator v2,synthetic,0.66,16189422,-2,21.0,11.85596,-1.72531
Amn Settlement 0389,Amn,Athkatla,1066,2455118,167990,"{'humans': 891, 'elves': 119, 'dwarves': 52, 'halflings': 98, 'half-orcs': 54, 'misc.': 0}",65,monster attack,['Theocracy'],"{'poor': 0.5452, 'middle': 0.38, 'wealthy': 0.0699, 'aristocrat': 0.0048}",17,"[['books', 'grain', 'horses', 'timber', 'wine']]","[['coal', 'glass', 'magic items', 'mercenaries', 'ore']]",Ruler AMN-569,small militia,local academy,"Elvish, Orc",Tempus,191831,772478497,197.65,59.0,57.9,3,0,synthetic generator v2,derived,0.47,2857939,0,24.1,15.1003,20.38882
Tethyr Settlement 0390,Tethyr,Darromar,597,1197823,109742,"{'humans': 482, 'elves': 20, 'dwarves': 37, 'halflings': 46, 'half-orcs': 24, 'misc.': 0}",48,old age,['Magocracy'],"{'poor': 0.6335, 'middle': 0.3085, 'wealthy': 0.0532, 'aristocrat': 0.0048}",1,[['timber']],"[['magic items', 'mercenaries']]",Ruler TET-586,professional guard,None,Dwarvish,"Chauntea, Selune",306344,1288038783,241.56,60.8,52.5,1,0,synthetic generator v2,derived,0.66,1374819,-1,4.3,48.05515,33.53074
Cormyr Settlement 0391,Cormyr,Suzail,597,1687565,132810,"{'humans': 439, 'elves': 15, 'dwarves': 33, 'halflings': 20, 'half-orcs': 11, 'misc.': 79}",50,famine,['Confederacy'],"{'poor': 0.6911, 'middle': 0.2211, 'wealthy': 0.0509, 'aristocrat': 0.0369}",0,"[['armor', 'books', 'fish', 'gems']]","[['coal', 'jewelry', 'magic items', 'mercenaries', 'ore']]",Ruler COR-801,professional guard,arcanum,"Common, Dwarvish",Torm,162084,631592082,27.09,62.4,62.4,9,0,synthetic generator v2,synthetic,0.49,1967375,-1,31.5,32.628,116.08939
Cormyr Settlement 0392,Cormyr,Suzail,965,3104652,293319,"{'humans': 735, 'elves': 59, 'dwarves': 29, 'halflings': 38, 'half-orcs': 25, 'misc.': 79}",83,old age,['Monarchy'],"{'poor': 0.6347, 'middle': 0.2805, 'wealthy': 0.036, 'aristocrat': 0.0489}",0,"[['fish', 'gems', 'grain', 'salt', 'weapons']]","[['glass', 'jewelry', 'parchment', 'silk']]",Ruler COR-364,naval patrol,local academy,"Draconic, Dwarvish, Halfling","Lathander, Selune",162084,631592082,478.52,66.6,49.2,9,0,synthetic generator v2,derived,0.64,3745202,1,31.5,-20.00143,-4.54119
Calimshan Settlement 0393,Calimshan,Memnon,9256,20582470,344891,"{'humans': 7189, 'elves': 579, 'dwarves': 404, 'halflings': 788, 'half-orcs': 533, 'misc.': 0}",134,war,['Theocracy'],"{'poor': 0.5975, 'middle': 0.3231, 'wealthy': 0.0745, 'aristocrat': 0.005}",0,"[['armor', 'books', 'gems', 'grain', 'weapons']]","[['coal', 'jewelry', 'ore', 'silk', 'spices']]",Ruler CAL-368,naval patrol,local academy,"Common, Dwarvish",Tempus,169269,841078201,187.27,78.4,14.0,5,0,synthetic generator v2,synthetic,0.47,20006459,0,17.5,-18.73726,-98.31206
Sembia Settlement 0394,Sembia,Selgaunt,585,1415905,6322,"{'humans': 521, 'elves': 28, 'dwarves': 25, 'halflings': 22, 'half-orcs': 27, 'misc.': 0}",90,monster attack,['Merchant Council'],"{'poor': 0.5867, 'middle': 0.3324, 'wealthy': 0.0691, 'aristocrat': 0.0119}",0,"[['cloth', 'fish']]","[['coal', 'jewelry', 'silk']]",Ruler SEM-166,mercenary heavy,None,"Common, Elvish","Selune, Torm",210662,818271539,445.85,60.8,48.0,6,0,synthetic generator v2,synthetic,0.94,1945204,-1,21.0,-38.86393,-93.523
Cormyr Settlement 0395,Cormyr,Suzail,5826,13827288,199835,"{'humans': 4630, 'elves': 556, 'dwarves': 467, 'halflings': 241, 'half-orcs': 346, 'misc.': 0}",77,arcane mishap,['Magocracy'],"{'poor': 0.5499, 'middle': 0.3627, 'wealthy': 0.0824, 'aristocrat': 0.0049}",4,[['wine']],"[['ore', 'parchment', 'silk', 'spices']]",Ruler COR-156,small militia,arcanum,"Draconic, Dwarvish","Lathander, Torm",162084,631592082,328.7,61.3,57.0,10,0,synthetic generator v2,synthetic,0.37,13465760,-3,38.2,33.81504,9.47848
Waterdeep Settlement 0396,Waterdeep,Waterdeep,2238,4908163,262696,"{'humans': 1952, 'elves': 170, 'dwarves': 73, 'halflings': 145, 'half-orcs': 70, 'misc.': 0}",137,monster attack,['Patriarchy'],"{'poor': 0.5867, 'middle': 0.3532, 'wealthy': 0.0523, 'aristocrat': 0.0078}",13,"[['books', 'grain', 'salt', 'timber']]","[['coal', 'glass', 'magic items', 'mercenaries', 'ore']]",Ruler WAT-127,professional guard,arcanum,Orc,"Tempus, Torm",190388,767901516,107.8,56.5,37.7,5,0,synthetic generator v2,synthetic,0.71,5005598,-1,27.9,66.76681,36.74483
Baldurs Gate Settlement 0397,Baldurs Gate,Baldur's Gate,3019,20109542,1065968,"{'humans': 2170, 'elves': 129, 'dwarves': 233, 'halflings': 140, 'half-orcs': 88, 'misc.': 259}",135,disease,['Confederacy'],"{'poor': 0.5564, 'middle': 0.2265, 'wealthy': 0.0647, 'aristocrat': 0.1523}",0,[['gems']],"[['coal', 'mercenaries']]",Ruler BAL-398,small militia,guilds,Elvish,"Chauntea, Tempus",261869,1312711673,505.23,55.3,40.2,6,0,synthetic generator v2,synthetic,0.81,15660016,-1,21.0,48.00192,-116.76921
Neverwinter Settlement 0398,Neverwinter,Neverwinter,4536,10414637,332311,"{'humans': 3252, 'elves': 346, 'dwarves': 361, 'halflings': 195, 'half-orcs': 110, 'misc.': 272}",54,arcane mishap,['Magocracy'],"{'poor': 0.6069, 'middle': 0.2982, 'wealthy': 0.09, 'aristocrat': 0.0049}",0,[['horses']],"[['coal', 'jewelry', 'magic items', 'mercenaries', 'silk']]",Ruler NEV-741,small militia,None,"Common, Elvish, Halfling","Lathander, Tyr",172720,723835434,117.91,51.0,25.4,4,0,synthetic generator v2,synthetic,0.52,8380292,-4,14.0,45.80903,-6.79379
Neverwinter Settlement 0399,Neverwinter,Neverwinter,932,6681815,230995,"{'humans': 777, 'elves': 18, 'dwarves': 77, 'halflings': 93, 'half-orcs': 44, 'misc.': 0}",42,war,['Theocracy'],"{'poor': 0.4647, 'middle': 0.3357, 'wealthy': 0.0298, 'aristocrat': 0.1698}",0,"[['gems', 'horses', 'weapons', 'wine']]","[['magic items', 'parchment', 'silk']]",Ruler NEV-492,professional guard,arcanum,"Dwarvish, Halfling, Orc","Lathander, Torm",172720,723835434,411.21,53.2,24.6,5,0,synthetic generator v2,derived,0.75,5028306,1,17.5,43.82457,47.59
Baldur's Gate,Baldurs Gate,Baldur's Gate,1232,11385178,1028865,"{'humans': 864, 'elves': 122, 'dwarves': 110, 'halflings': 49, 'half-orcs': 49, 'misc.': 38}",132,arcane mishap,['Satrapy'],"{'poor': 0.4586, 'middle': 0.2429, 'wealthy': 0.0678, 'aristocrat': 0.2307}",8,"[['grain', 'horses', 'timber', 'weapons', 'wine']]","[['coal', 'jewelry']]",Ruler BAL-528,mercenary heavy,local academy,"Draconic, Dwarvish, Orc","Chauntea, Torm, Tyr",261869,1312711673,341.85,56.0,61.0,0,0,synthetic generator v2,synthetic,0.69,15716306,3,6.4,14.51098,-80.13558
Tethyr Settlement 0401,Tethyr,Darromar,481,1141295,57172,"{'humans': 388, 'elves': 21, 'dwarves': 15, 'halflings': 34, 'half-orcs': 5, 'misc.': 18}",113,disease,['Merchant Council'],"{'poor': 0.6451, 'middle': 0.285, 'wealthy': 0.0517, 'aristocrat': 0.0182}",19,"[['cloth', 'fish', 'horses', 'salt', 'wine']]","[['magic items', 'silk']]",Ruler TET-720,mercenary heavy,guilds,"Draconic, Halfling, Orc","Chauntea, Lathander, Selune",306344,1288038783,296.38,71.2,73.0,5,0,synthetic generator v2,synthetic,0.83,1536598,3,32.7,74.13639,125.6103
Amn Settlement 0402,Amn,Athkatla,1642,8739609,295889,"{'humans': 1247, 'elves': 52, 'dwarves': 128, 'halflings': 149, 'half-orcs': 39, 'misc.': 27}",128,crime,['Satrapy'],"{'poor': 0.5631, 'middle': 0.2802, 'wealthy': 0.0443, 'aristocrat': 0.1123}",0,"[['gems', 'grain', 'weapons']]","[['mercenaries', 'ore', 'parchment', 'spices']]",Ruler AMN-413,small militia,guilds,"Dwarvish, Elvish",Mystra,191831,772478497,355.75,68.7,68.4,10,0,synthetic generator v2,synthetic,0.85,9733830,-1,35.0,72.93345,-68.34864
Sembia Settlement 0403,Sembia,Selgaunt,888,1757443,169584,"{'humans': 754, 'elves': 36, 'dwarves': 39, 'halflings': 27, 'half-orcs': 13, 'misc.': 19}",87,arcane mishap,['Satrapy'],"{'poor': 0.631, 'middle': 0.3159, 'wealthy': 0.0484, 'aristocrat': 0.0047}",5,[['weapons']],[['coal']],Ruler SEM-528,naval patrol,guilds,"Draconic, Orc","Tempus, Tyr",210662,818271539,224.19,52.2,63.0,4,0,synthetic generator v2,derived,0.61,2214021,0,18.0,69.17121,11.92439
Cormyr Settlement 0404,Cormyr,Suzail,597,3437996,2986,"{'humans': 452, 'elves': 56, 'dwarves': 22, 'halflings': 42, 'half-orcs': 19, 'misc.': 6}",32,old age,['Merchant Council'],"{'poor': 0.6246, 'middle': 0.2001, 'wealthy': 0.0437, 'aristocrat': 0.1315}",3,[['grain']],"[['coal', 'jewelry', 'magic items', 'mercenaries']]",Ruler COR-790,naval patrol,local academy,"Draconic, Dwarvish, Elvish",Mystra,162084,631592082,381.55,60.7,55.9,8,0,synthetic generator v2,derived,0.69,3004797,-3,30.4,24.00471,79.0
Calimshan Settlement 0405,Calimshan,Memnon,285,1262176,76040,"{'humans': 214, 'elves': 6, 'dwarves': 20, 'halflings': 6, 'half-orcs': 17, 'misc.': 22}",59,disease,['Patriarchy'],"{'poor': 0.5374, 'middle': 0.3057, 'wealthy': 0.0846, 'aristocrat': 0.0722}",0,"[['armor', 'cloth', 'grain', 'salt', 'weapons']]",[['coal']],Ruler CAL-724,professional guard,local academy,Halfling,Chauntea,169269,841078201,465.81,81.1,21.7,1,0,synthetic generator v2,derived,0.48,1111555,4,3.5,-14.37184,83.74821
Tethyr Settlement 0406,Tethyr,Darromar,664,2407628,144471,"{'humans': 480, 'elves': 60, 'dwarves': 24, 'halflings': 33, 'half-orcs': 7, 'misc.': 60}",140,old age,['Dictatorship'],"{'poor': 0.602, 'middle': 0.2712, 'wealthy': 0.0745, 'aristocrat': 0.0522}",0,"[['armor', 'books', 'fish', 'gems', 'grain']]","[['glass', 'magic items', 'ore', 'spices']]",Ruler TET-43,mercenary heavy,arcanum,"Dwarvish, Elvish, Orc","Chauntea, Tempus",306344,1288038783,488.52,68.6,73.5,6,0,synthetic generator v2,derived,0.7,3143413,1,21.0,38.47451,23.56244
Calimshan Settlement 0407,Calimshan,Memnon,731,4094089,11160,"{'humans': 483, 'elves': 28, 'dwarves': 54, 'halflings': 15, 'half-orcs': 39, 'misc.': 112}",122,famine,['Magocracy'],"{'poor': 0.5933, 'middle': 0.2069, 'wealthy': 0.0843, 'aristocrat': 0.1155}",0,[['armor']],"[['glass', 'jewelry', 'mercenaries', 'spices']]",Ruler CAL-830,mercenary heavy,guilds,"Draconic, Halfling","Mystra, Torm",169269,841078201,111.07,85.8,43.4,6,0,synthetic generator v2,derived,0.91,3735805,-3,21.0,26.45334,-38.74912
Tethyr Settlement 0408,Tethyr,Darromar,1214,7721634,377500,"{'humans': 1010, 'elves': 88, 'dwarves': 105, 'halflings': 82, 'half-orcs': 68, 'misc.': 0}",82,old age,['Theocracy'],"{'poor': 0.5599, 'middle': 0.2139, 'wealthy': 0.0888, 'aristocrat': 0.1375}",15,"[['books', 'cloth', 'horses']]","[['coal', 'glass', 'jewelry', 'mercenaries', 'parchment']]",Ruler TET-90,small militia,arcanum,"Dwarvish, Halfling, Orc",Tempus,306344,1288038783,445.77,65.9,65.2,5,0,synthetic generator v2,synthetic,0.93,8306987,-2,29.5,73.98675,76.89207
Cormyr Settlement 0409,Cormyr,Suzail,1553,12800040,408185,"{'humans': 1315, 'elves': 183, 'dwarves': 65, 'halflings': 48, 'half-orcs': 60, 'misc.': 0}",177,disease,['Confederacy'],"{'poor': 0.4988, 'middle': 0.2287, 'wealthy': 0.0734, 'aristocrat': 0.1991}",0,"[['armor', 'books', 'salt', 'timber']]","[['glass', 'jewelry', 'magic items', 'mercenaries', 'silk']]",Ruler COR-797,small militia,None,"Common, Draconic, Elvish","Selune, Tempus",162084,631592082,395.36,60.2,60.9,3,0,synthetic generator v2,synthetic,0.86,12457798,-1,10.5,6.46873,-109.61535
Calimshan Settlement 0410,Calimshan,Memnon,292,651022,52682,"{'humans': 227, 'elves': 21, 'dwarves': 13, 'halflings': 7, 'half-orcs': 6, 'misc.': 18}",144,crime,['Patriarchy'],"{'poor': 0.606, 'middle': 0.3216, 'wealthy': 0.0645, 'aristocrat': 0.0079}",9,"[['armor', 'cloth', 'fish', 'gems', 'salt']]","[['coal', 'glass', 'silk']]",Ruler CAL-581,small militia,None,Common,"Chauntea, Tempus",169269,841078201,42.19,85.8,29.9,6,0,synthetic generator v2,synthetic,0.46,849305,2,28.2,0.46569,63.74321
Cormyr Settlement 0411,Cormyr,Suzail,3714,21117963,444767,"{'humans': 2734, 'elves': 396, 'dwarves': 364, 'halflings': 171, 'half-orcs': 133, 'misc.': 0}",154,famine,['Satrapy'],"{'poor': 0.5947, 'middle': 0.2356, 'wealthy': 0.0426, 'aristocrat': 0.1271}",8,"[['fish', 'horses']]","[['glass', 'jewelry', 'magic items', 'mercenaries', 'ore']]",Ruler COR-218,small militia,local academy,"Draconic, Orc","Chauntea, Selune, Torm",162084,631592082,411.63,55.1,67.3,5,0,synthetic generator v2,synthetic,0.49,16359503,-3,23.9,71.00883,-81.30386
Sembia Settlement 0412,Sembia,Selgaunt,1739,14459453,756970,"{'humans': 1279, 'elves': 188, 'dwarves': 78, 'halflings': 92, 'half-orcs': 50, 'misc.': 52}",40,old age,['Theocracy'],"{'poor': 0.5466, 'middle': 0.2102, 'wealthy': 0.0291, 'aristocrat': 0.2142}",7,"[['cloth', 'horses', 'salt', 'weapons']]","[['glass', 'magic items', 'ore', 'silk']]",Ruler SEM-528,naval patrol,None,Orc,Selune,210662,818271539,15.08,57.7,47.5,3,0,synthetic generator v2,synthetic,0.35,11152260,0,16.1,-3.19437,-90.91767
Cormyr Settlement 0413,Cormyr,Suzail,2503,12736701,586778,"{'humans': 1717, 'elves': 100, 'dwarves': 239, 'halflings': 68, 'half-orcs': 126, 'misc.': 253}",125,arcane mishap,['Magocracy'],"{'poor': 0.5871, 'middle': 0.2592, 'wealthy': 0.0483, 'aristocrat': 0.1054}",0,[['grain']],"[['magic items', 'ore', 'parchment', 'silk']]",Ruler COR-797,mercenary heavy,None,"Common, Orc","Chauntea, Selune",162084,631592082,321.75,64.6,51.0,8,0,synthetic generator v2,derived,0.61,16478258,-3,28.0,61.25954,53.27689
Baldurs Gate Settlement 0414,Baldurs Gate,Baldur's Gate,428,815405,40607,"{'humans': 326, 'elves': 50, 'dwarves': 13, 'halflings': 28, 'half-orcs': 12, 'misc.': 0}",62,monster attack,['Monarchy'],"{'poor': 0.6167, 'middle': 0.3464, 'wealthy': 0.0324, 'aristocrat': 0.0045}",2,"[['books', 'cloth']]","[['mercenaries', 'parchment', 'spices']]",Ruler BAL-917,small militia,guilds,Draconic,"Mystra, Tyr",261869,1312711673,497.33,55.9,49.1,4,0,synthetic generator v2,derived,0.63,669211,-1,15.6,48.13186,-30.60466
Waterdeep Settlement 0415,Waterdeep,Waterdeep,2731,8996654,10896,"{'humans': 2207, 'elves': 102, 'dwarves': 181, 'halflings': 63, 'half-orcs': 127, 'misc.': 51}",131,crime,['Magocracy'],"{'poor': 0.5918, 'middle': 0.2801, 'wealthy': 0.0912, 'aristocrat': 0.0369}",0,"[['gems', 'grain', 'timber', 'weapons', 'wine']]","[['coal', 'ore', 'parchment', 'silk', 'spices']]",Ruler WAT-777,small militia,arcanum,"Common, Orc","Tempus, Tyr",190388,767901516,51.04,51.2,39.8,4,0,synthetic generator v2,derived,0.41,9922322,0,14.0,47.35637,121.90092
Tethyr Settlement 0416,Tethyr,Darromar,14506,34968250,2941069,"{'humans': 9839, 'elves': 677, 'dwarves': 1147, 'halflings': 385, 'half-orcs': 780, 'misc.': 1678}",169,old age,['Confederacy'],"{'poor': 0.5627, 'middle': 0.339, 'wealthy': 0.0934, 'aristocrat': 0.0048}",11,"[['armor', 'fish', 'gems', 'salt', 'wine']]","[['mercenaries', 'ore', 'spices']]",Ruler TET-459,mercenary heavy,arcanum,"Dwarvish, Halfling",Tempus,306344,1288038783,85.88,62.6,45.8,9,0,synthetic generator v2,synthetic,0.87,42285156,2,40.3,41.10454,-108.46251
Sembia Settlement 0417,Sembia,Selgaunt,1405,5205532,229829,"{'humans': 976, 'elves': 38, 'dwarves': 134, 'halflings': 48, 'half-orcs': 26, 'misc.': 183}",115,crime,['Satrapy'],"{'poor': 0.5317, 'middle': 0.3356, 'wealthy': 0.0851, 'aristocrat': 0.0475}",0,[['gems']],[['silk']],Ruler SEM-86,naval patrol,local academy,"Common, Elvish, Orc",Chauntea,210662,818271539,349.84,60.4,42.4,6,0,synthetic generator v2,synthetic,0.55,5116483,0,21.0,25.93649,-69.52359
Neverwinter Settlement 0418,Neverwinter,Neverwinter,562,2351876,171773,"{'humans': 425, 'elves': 63, 'dwarves': 38, 'halflings': 49, 'half-orcs': 12, 'misc.': 0}",163,crime,['Magocracy'],"{'poor': 0.5788, 'middle': 0.3029, 'wealthy': 0.0425, 'aristocrat': 0.0758}",3,"[['fish', 'horses', 'salt', 'weapons', 'wine']]",[['spices']],Ruler NEV-990,small militia,arcanum,Halfling,"Chauntea, Tempus",172720,723835434,489.18,44.4,37.7,10,0,synthetic generator v2,synthetic,0.49,2602692,4,37.4,-18.80244,26.83114
Neverwinter Settlement 0419,Neverwinter,Neverwinter,2048,8669437,170916,"{'humans': 1473, 'elves': 185, 'dwarves': 87, 'halflings': 141, 'half-orcs': 119, 'misc.': 43}",128,war,['Merchant Council'],"{'poor': 0.6086, 'middle': 0.2818, 'wealthy': 0.0266, 'aristocrat': 0.0829}",16,"[['fish', 'gems', 'grain', 'salt', 'timber']]","[['jewelry', 'parchment']]",Ruler NEV-628,naval patrol,None,Orc,Chauntea,172720,723835434,334.2,43.1,34.9,10,0,synthetic generator v2,derived,0.5,9327194,3,47.8,-2.45979,89.84903
Sembia Settlement 0420,Sembia,Selgaunt,1359,5161591,126138,"{'humans': 926, 'elves': 126, 'dwarves': 67, 'halflings': 112, 'half-orcs': 40, 'misc.': 88}",61,war,['Patriarchy'],"{'poor': 0.6338, 'middle': 0.2132, 'wealthy': 0.0975, 'aristocrat': 0.0555}",12,"[['grain', 'wine']]","[['mercenaries', 'ore']]",Ruler SEM-937,professional guard,arcanum,Halfling,"Selune, Torm",210662,818271539,479.32,59.6,57.8,5,0,synthetic generator v2,derived,0.57,5348701,0,27.1,-36.5843,85.55822
Amn Settlement 0421,Amn,Athkatla,3697,11777336,782833,"{'humans': 3076, 'elves': 124, 'dwarves': 279, 'halflings': 281, 'half-orcs': 187, 'misc.': 0}",114,monster attack,['Merchant Council'],"{'poor': 0.5479, 'middle': 0.331, 'wealthy': 0.091, 'aristocrat': 0.0301}",7,"[['armor', 'horses', 'salt']]","[['magic items', 'mercenaries', 'parchment', 'silk', 'spices']]",Ruler AMN-254,small militia,guilds,"Common, Draconic, Elvish","Chauntea, Lathander, Selune",191831,772478497,97.64,65.9,76.3,5,0,synthetic generator v2,synthetic,0.74,16333083,-2,23.1,73.40148,-82.42488
Cormyr Settlement 0422,Cormyr,Suzail,1061,5173356,48416,"{'humans': 716, 'elves': 45, 'dwarves': 105, 'halflings': 40, 'half-orcs': 38, 'misc.': 117}",25,monster attack,['Democracy'],"{'poor': 0.5136, 'middle': 0.3585, 'wealthy': 0.0315, 'aristocrat': 0.0964}",0,[['gems']],"[['magic items', 'ore', 'parchment', 'spices']]",Ruler COR-487,naval patrol,local academy,"Elvish, Halfling, Orc","Mystra, Selune",162084,631592082,323.0,57.1,66.0,4,0,synthetic generator v2,synthetic,0.56,4868693,-3,14.0,-22.306,-31.33591
Calimshan Settlement 0423,Calimshan,Memnon,222,1395871,41538,"{'humans': 184, 'elves': 20, 'dwarves': 14, 'halflings': 10, 'half-orcs': 13, 'misc.': 0}",171,crime,['Patriarchy'],"{'poor': 0.5525, 'middle': 0.2517, 'wealthy': 0.0542, 'aristocrat': 0.1417}",17,"[['books', 'gems', 'weapons', 'wine']]",[['silk']],Ruler CAL-660,mercenary heavy,arcanum,Orc,"Chauntea, Lathander, Selune",169269,841078201,156.82,80.2,44.0,7,0,synthetic generator v2,synthetic,0.59,1254467,3,38.1,18.5312,-30.22205
Waterdeep Settlement 0424,Waterdeep,Waterdeep,801,6033478,375152,"{'humans': 705, 'elves': 72, 'dwarves': 69, 'halflings': 30, 'half-orcs': 12, 'misc.': 0}",117,famine,['Magocracy'],"{'poor': 0.5175, 'middle': 0.2176, 'wealthy': 0.092, 'aristocrat': 0.1729}",11,"[['books', 'horses']]","[['coal', 'silk']]",Ruler WAT-786,mercenary heavy,None,"Draconic, Dwarvish, Orc","Lathander, Mystra",190388,767901516,37.5,51.3,49.2,3,0,synthetic generator v2,synthetic,0.92,7349074,0,19.3,34.00146,-114.41487
Tethyr Settlement 0425,Tethyr,Darromar,90,327110,316,"{'humans': 65, 'elves': 8, 'dwarves': 6, 'halflings': 1, 'half-orcs': 1, 'misc.': 9}",111,famine,['Satrapy'],"{'poor': 0.496, 'middle': 0.3694, 'wealthy': 0.0939, 'aristocrat': 0.0407}",0,"[['fish', 'grain', 'salt', 'wine']]","[['glass', 'magic items', 'silk', 'spices']]",Ruler TET-930,naval patrol,None,"Draconic, Dwarvish",Lathander,306344,1288038783,516.91,74.6,45.6,10,0,synthetic generator v2,derived,0.43,309328,0,35.0,46.53697,45.00049
Cormyr Settlement 0426,Cormyr,Suzail,894,6417799,17952,"{'humans': 696, 'elves': 56, 'dwarves': 74, 'halflings': 55, 'half-orcs': 51, 'misc.': 0}",114,crime,['Monarchy'],"{'poor': 0.5064, 'middle': 0.265, 'wealthy': 0.062, 'aristocrat': 0.1665}",16,"[['horses', 'wine']]","[['glass', 'magic items', 'mercenaries']]",Ruler COR-258,naval patrol,arcanum,Common,"Chauntea, Selune, Tyr",162084,631592082,438.57,63.6,44.6,5,0,synthetic generator v2,derived,0.72,7295794,-1,30.3,-34.8579,82.30043
Neverwinter Settlement 0427,Neverwinter,Neverwinter,215,812090,27650,"{'humans': 185, 'elves': 14, 'dwarves': 19, 'halflings': 8, 'half-orcs': 3, 'misc.': 0}",54,crime,['Satrapy'],"{'poor': 0.5942, 'middle': 0.309, 'wealthy': 0.031, 'aristocrat': 0.0657}",11,"[['armor', 'grain']]","[['coal', 'jewelry', 'magic items', 'ore', 'spices']]",Ruler NEV-664,professional guard,guilds,"Common, Elvish","Chauntea, Mystra",172720,723835434,548.35,47.8,43.2,4,0,synthetic generator v2,derived,0.54,644653,-3,22.8,73.26119,107.51419
Amn Settlement 0428,Amn,Athkatla,1535,11072098,475220,"{'humans': 1359, 'elves': 183, 'dwarves': 120, 'halflings': 72, 'half-orcs': 63, 'misc.': 0}",153,monster attack,['Confederacy'],"{'poor': 0.559, 'middle': 0.2318, 'wealthy': 0.0315, 'aristocrat': 0.1778}",0,[['armor']],"[['jewelry', 'ore', 'parchment', 'spices']]",Ruler AMN-11,small militia,guilds,"Common, Elvish, Halfling","Tempus, Torm",191831,772478497,497.01,66.6,84.0,5,0,synthetic generator v2,synthetic,0.72,10928725,-3,17.5,-10.59744,34.91159
