settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,canon_status,source_confidence,hidden_economy,trade_balance,risk_index,geo_lat,geo_lon
Sembia Settlement 0087,Sembia,Selgaunt,1379,10233892,808660,"{""humans"": 1090, ""elves"": 112, ""dwarves"": 105, ""halflings"": 55, ""half-orcs"": 14, ""misc."": 3}",131,crime,"[""Patriarchy""]","{""poor"": 0.584, ""middle"": 0.208, ""wealthy"": 0.0249, ""aristocrat"": 0.1831}",11,"[[""horses"", ""timber"", ""weapons""]]","[[""jewelry"", ""magic items""]]",Ruler SEM-607,small militia,None,"Dwarvish, Elvish, Orc","Lathander, Tempus",115850,569433233,400.43,60.4,53.0,8,0,synthetic generator v3,derived,0.74,11839672,1,36.8,36.01498,26.8511
Cormyr Settlement 0088,Cormyr,Suzail,8128,18398455,562916,"{""humans"": 6259, ""elves"": 296, ""dwarves"": 664, ""halflings"": 766, ""half-orcs"": 141, ""misc."": 2}",131,war,"[""Confederacy""]","{""poor"": 0.6187, ""middle"": 0.3033, ""wealthy"": 0.0735, ""aristocrat"": 0.0045}",0,"[[""cloth""]]","[[""magic items"", ""mercenaries"", ""parchment"", ""silk"", ""spices""]]",Ruler COR-294,professional guard,arcanum,Halfling,"Tempus, Torm",128212,529868877,346.27,58.9,66.9,5,0,synthetic generator v3,derived,0.82,20726867,-4,17.5,28.90588,-4.57403
Baldurs Gate Settlement 0089,Baldurs Gate,Baldur's Gate,667,3081729,236429,"{""humans"": 543, ""elves"": 30, ""dwarves"": 24, ""halflings"": 56, ""half-orcs"": 10, ""misc."": 4}",128,monster attack,"[""Theocracy""]","{""poor"": 0.4995, ""middle"": 0.3459, ""wealthy"": 0.09, ""aristocrat"": 0.0646}",0,"[[""books"", ""fish"", ""horses"", ""timber"", ""weapons""]]","[[""coal"", ""ore""]]",Ruler BAL-312,professional guard,None,Common,Selune,88949,460120908,463.47,51.7,49.9,2,0,synthetic generator v3,derived,0.63,3871898,3,7.0,17.56231,-26.94064
Neverwinter Settlement 0090,Neverwinter,Neverwinter,935,1651303,81028,"{""humans"": 796, ""elves"": 26, ""dwarves"": 63, ""halflings"": 33, ""half-orcs"": 15, ""misc."": 2}",148,old age,"[""Dictatorship""]","{""poor"": 0.6904, ""middle"": 0.2793, ""wealthy"": 0.0253, ""aristocrat"": 0.005}",7,"[[""cloth"", ""salt""]]","[[""jewelry"", ""silk""]]",Ruler NEV-866,mercenary heavy,None,"Common, Orc",Tyr,41958,200003469,464.61,40.8,56.7,7,0,synthetic generator v3,derived,0.78,1297517,0,30.1,55.65101,-24.79443
Baldurs Gate Settlement 0091,Baldurs Gate,Baldur's Gate,3927,19737514,838045,"{""humans"": 2791, ""elves"": 473, ""dwarves"": 173, ""halflings"": 390, ""half-orcs"": 96, ""misc."": 4}",53,war,"[""Satrapy""]","{""poor"": 0.579, ""middle"": 0.2426, ""wealthy"": 0.0967, ""aristocrat"": 0.0817}",12,"[[""armor"", ""cloth"", ""fish"", ""grain"", ""timber""]]","[[""glass"", ""jewelry"", ""mercenaries"", ""parchment""]]",Ruler BAL-746,naval patrol,None,"Draconic, Dwarvish, Orc","Chauntea, Selune, Torm",88949,460120908,332.2,54.4,58.4,10,0,synthetic generator v3,synthetic,0.39,16829208,1,44.6,36.01106,-7.23364
Baldurs Gate Settlement 0092,Baldurs Gate,Baldur's Gate,2236,5442217,140344,"{""humans"": 1758, ""elves"": 125, ""dwarves"": 190, ""halflings"": 97, ""half-orcs"": 63, ""misc."": 3}",164,disease,"[""Magocracy""]","{""poor"": 0.5747, ""middle"": 0.3452, ""wealthy"": 0.0752, ""aristocrat"": 0.0049}",0,"[[""timber""]]","[[""magic items"", ""mercenaries"", ""spices""]]",Ruler BAL-401,naval patrol,local academy,Draconic,Torm,88949,460120908,394.96,61.7,62.6,7,0,synthetic generator v3,derived,0.7,6997637,-2,24.5,40.31055,-31.81715
Cormyr Settlement 0093,Cormyr,Suzail,2034,4752797,127099,"{""humans"": 1629, ""elves"": 60, ""dwarves"": 75, ""halflings"": 217, ""half-orcs"": 51, ""misc."": 2}",149,monster attack,"[""Magocracy""]","{""poor"": 0.6142, ""middle"": 0.2997, ""wealthy"": 0.0812, ""aristocrat"": 0.0049}",0,"[[""fish"", ""wine""]]","[[""glass"", ""parchment""]]",Ruler COR-303,naval patrol,arcanum,"Halfling, Orc",Lathander,128212,529868877,253.53,53.4,69.1,4,0,synthetic generator v3,synthetic,0.39,4845790,0,14.0,19.48672,0.64301
Sembia Settlement 0094,Sembia,Selgaunt,11653,27217460,586361,"{""humans"": 9071, ""elves"": 588, ""dwarves"": 732, ""halflings"": 822, ""half-orcs"": 438, ""misc."": 2}",120,disease,"[""Theocracy""]","{""poor"": 0.6267, ""middle"": 0.2724, ""wealthy"": 0.096, ""aristocrat"": 0.0049}",0,"[[""books""]]","[[""parchment""]]",Ruler SEM-640,naval patrol,None,Common,"Chauntea, Mystra",115850,569433233,469.23,54.7,65.2,3,0,synthetic generator v3,derived,0.86,22214009,0,10.5,35.32196,52.36347
Sembia Settlement 0095,Sembia,Selgaunt,1323,8937914,62352,"{""humans"": 1018, ""elves"": 138, ""dwarves"": 54, ""halflings"": 80, ""half-orcs"": 31, ""misc."": 2}",104,arcane mishap,"[""Theocracy""]","{""poor"": 0.4781, ""middle"": 0.3333, ""wealthy"": 0.0377, ""aristocrat"": 0.1509}",0,"[[""books""]]","[[""coal"", ""glass"", ""jewelry"", ""mercenaries"", ""ore""]]",Ruler SEM-735,mercenary heavy,arcanum,Orc,"Selune, Torm",115850,569433233,337.86,48.0,66.3,8,0,synthetic generator v3,derived,0.77,8823989,-4,28.0,36.01161,38.81399
Sembia Settlement 0096,Sembia,Selgaunt,1702,5136340,46376,"{""humans"": 1366, ""elves"": 109, ""dwarves"": 89, ""halflings"": 89, ""half-orcs"": 47, ""misc."": 2}",174,monster attack,"[""Dictatorship""]","{""poor"": 0.5892, ""middle"": 0.3335, ""wealthy"": 0.0415, ""aristocrat"": 0.0358}",0,"[[""books"", ""cloth"", ""grain"", ""horses"", ""salt""]]","[[""coal"", ""glass"", ""mercenaries"", ""silk"", ""spices""]]",Ruler SEM-645,small militia,guilds,"Elvish, Orc","Mystra, Tyr",115850,569433233,145.22,48.4,50.8,0,0,synthetic generator v3,synthetic,0.58,5659691,0,0.0,34.00788,29.77459
Tethyr Settlement 0097,Tethyr,Darromar,1182,4658839,129561,"{""humans"": 962, ""elves"": 54, ""dwarves"": 72, ""halflings"": 71, ""half-orcs"": 20, ""misc."": 3}",88,old age,"[""Magocracy""]","{""poor"": 0.6231, ""middle"": 0.2298, ""wealthy"": 0.085, ""aristocrat"": 0.0621}",15,"[[""books"", ""cloth"", ""gems"", ""salt"", ""wine""]]","[[""jewelry""]]",Ruler TET-533,small militia,guilds,"Halfling, Orc","Chauntea, Selune",94697,355319062,129.04,68.2,61.9,10,0,synthetic generator v3,derived,0.64,5419028,4,47.0,18.36855,-41.48169
Waterdeep Settlement 0098,Waterdeep,Waterdeep,737,3440499,35880,"{""humans"": 580, ""elves"": 30, ""dwarves"": 34, ""halflings"": 66, ""half-orcs"": 24, ""misc."": 3}",45,crime,"[""Magocracy""]","{""poor"": 0.5702, ""middle"": 0.2992, ""wealthy"": 0.0641, ""aristocrat"": 0.0665}",8,"[[""horses"", ""salt"", ""timber""]]","[[""glass"", ""jewelry"", ""magic items""]]",Ruler WAT-609,mercenary heavy,local academy,Dwarvish,"Mystra, Selune, Tempus",111501,517924535,59.15,49.4,46.9,5,0,synthetic generator v3,derived,0.72,3642329,0,23.9,41.62301,-41.04341
Waterdeep Settlement 0099,Waterdeep,Waterdeep,1936,8689435,116717,"{""humans"": 1544, ""elves"": 162, ""dwarves"": 69, ""halflings"": 60, ""half-orcs"": 98, ""misc."": 3}",34,war,"[""Patriarchy""]","{""poor"": 0.5568, ""middle"": 0.3326, ""wealthy"": 0.0467, ""aristocrat"": 0.0639}",0,"[[""armor"", ""cloth"", ""timber""]]","[[""glass"", ""silk"", ""spices""]]",Ruler WAT-679,naval patrol,guilds,"Dwarvish, Halfling",Torm,111501,517924535,408.07,47.8,35.3,5,0,synthetic generator v3,synthetic,0.47,10476294,0,17.5,39.92641,-12.74783
Baldurs Gate Settlement 0100,Baldurs Gate,Baldur's Gate,2333,12912680,940321,"{""humans"": 1677, ""elves"": 240, ""dwarves"": 234, ""halflings"": 76, ""half-orcs"": 103, ""misc."": 3}",71,crime,"[""Magocracy""]","{""poor"": 0.5875, ""middle"": 0.2581, ""wealthy"": 0.0456, ""aristocrat"": 0.1088}",11,"[[""fish"", ""gems"", ""salt"", ""wine""]]","[[""coal"", ""jewelry"", ""mercenaries"", ""silk""]]",Ruler BAL-576,professional guard,arcanum,"Common, Elvish",Tyr,88949,460120908,84.01,49.0,48.4,8,0,synthetic generator v3,derived,0.72,15893316,0,36.8,20.72072,-10.22826
Waterdeep Settlement 0101,Waterdeep,Waterdeep,501,1582005,33092,"{""humans"": 374, ""elves"": 55, ""dwarves"": 31, ""halflings"": 31, ""half-orcs"": 7, ""misc."": 3}",160,war,"[""Confederacy""]","{""poor"": 0.6143, ""middle"": 0.2979, ""wealthy"": 0.0614, ""aristocrat"": 0.0264}",11,"[[""books"", ""grain""]]","[[""jewelry"", ""ore"", ""parchment""]]",Ruler WAT-559,mercenary heavy,arcanum,"Elvish, Halfling, Orc",Torm,111501,517924535,365.01,57.5,43.3,3,0,synthetic generator v3,derived,0.73,1780388,-1,19.3,29.20555,-34.68648
Cormyr Settlement 0102,Cormyr,Suzail,1162,6215027,122889,"{""humans"": 884, ""elves"": 156, ""dwarves"": 40, ""halflings"": 29, ""half-orcs"": 50, ""misc."": 3}",26,monster attack,"[""Theocracy""]","{""poor"": 0.5532, ""middle"": 0.2828, ""wealthy"": 0.0642, ""aristocrat"": 0.0998}",0,"[[""books"", ""cloth"", ""salt""]]","[[""magic items"", ""silk"", ""spices""]]",Ruler COR-997,small militia,arcanum,Common,"Tempus, Tyr",128212,529868877,85.2,54.5,48.6,9,0,synthetic generator v3,derived,0.76,6477581,0,31.5,38.57563,-6.97006
Amn Settlement 0103,Amn,Athkatla,1337,8819765,20268,"{""humans"": 1025, ""elves"": 109, ""dwarves"": 118, ""halflings"": 48, ""half-orcs"": 35, ""misc."": 2}",78,famine,"[""Monarchy""]","{""poor"": 0.477, ""middle"": 0.3119, ""wealthy"": 0.0971, ""aristocrat"": 0.114}",1,"[[""books"", ""fish"", ""timber""]]","[[""glass"", ""ore""]]",Ruler AMN-757,naval patrol,local academy,"Common, Dwarvish",Chauntea,135123,611983508,161.54,68.8,78.7,5,0,synthetic generator v3,derived,0.69,9822901,1,18.3,25.24463,-40.26456
Amn Settlement 0104,Amn,Athkatla,11526,92799468,4364453,"{""humans"": 9139, ""elves"": 574, ""dwarves"": 656, ""halflings"": 767, ""half-orcs"": 388, ""misc."": 2}",118,arcane mishap,"[""Patriarchy""]","{""poor"": 0.4532, ""middle"": 0.3382, ""wealthy"": 0.0414, ""aristocrat"": 0.1672}",11,"[[""books"", ""salt"", ""wine""]]","[[""coal"", ""jewelry"", ""magic items"", ""mercenaries"", ""silk""]]",Ruler AMN-307,mercenary heavy,local academy,"Draconic, Dwarvish, Orc","Chauntea, Mystra, Torm",135123,611983508,273.73,71.8,65.1,8,0,synthetic generator v3,synthetic,0.44,86756245,-2,36.8,9.48674,-10.76412
Neverwinter Settlement 0105,Neverwinter,Neverwinter,1976,6039888,50451,"{""humans"": 1515, ""elves"": 124, ""dwarves"": 110, ""halflings"": 133, ""half-orcs"": 93, ""misc."": 1}",177,monster attack,"[""Theocracy""]","{""poor"": 0.6642, ""middle"": 0.252, ""wealthy"": 0.0424, ""aristocrat"": 0.0414}",10,"[[""armor"", ""cloth"", ""gems""]]","[[""coal"", ""mercenaries"", ""ore"", ""parchment"", ""spices""]]",Ruler NEV-327,small militia,None,"Common, Halfling, Orc","Mystra, Tempus",41958,200003469,325.12,53.4,60.7,9,0,synthetic generator v3,derived,0.78,7610175,-2,39.5,42.95,-21.15599
Amn Settlement 0106,Amn,Athkatla,3197,8324121,32880,"{""humans"": 2584, ""elves"": 141, ""dwarves"": 121, ""halflings"": 223, ""half-orcs"": 125, ""misc."": 3}",77,monster attack,"[""Monarchy""]","{""poor"": 0.572, ""middle"": 0.3404, ""wealthy"": 0.0828, ""aristocrat"": 0.0048}",0,"[[""salt""]]","[[""glass"", ""jewelry"", ""magic items"", ""ore"", ""silk""]]",Ruler AMN-127,mercenary heavy,local academy,Draconic,"Selune, Tempus",135123,611983508,491.93,61.7,88.3,4,0,synthetic generator v3,synthetic,0.57,9702625,-4,14.0,9.18697,-30.14288
Amn Settlement 0107,Amn,Athkatla,1542,6513924,7488,"{""humans"": 1167, ""elves"": 70, ""dwarves"": 101, ""halflings"": 130, ""half-orcs"": 71, ""misc."": 3}",61,crime,"[""Confederacy""]","{""poor"": 0.6849, ""middle"": 0.2114, ""wealthy"": 0.0317, ""aristocrat"": 0.072}",9,"[[""armor"", ""gems"", ""horses"", ""weapons"", ""wine""]]","[[""coal"", ""magic items"", ""parchment"", ""silk""]]",Ruler AMN-131,small militia,guilds,Dwarvish,Mystra,135123,611983508,199.65,66.6,72.5,4,0,synthetic generator v3,derived,0.66,6823536,1,21.2,19.3928,-24.82049
Neverwinter Settlement 0108,Neverwinter,Neverwinter,696,1317725,50714,"{""humans"": 568, ""elves"": 33, ""dwarves"": 51, ""halflings"": 26, ""half-orcs"": 17, ""misc."": 1}",51,crime,"[""Monarchy""]","{""poor"": 0.6395, ""middle"": 0.3275, ""wealthy"": 0.0282, ""aristocrat"": 0.0048}",17,"[[""wine""]]","[[""parchment""]]",Ruler NEV-424,mercenary heavy,local academy,Elvish,Chauntea,41958,200003469,144.11,50.0,52.4,5,0,synthetic generator v3,synthetic,0.68,1123886,0,31.1,35.99919,-28.82566
Tethyr Settlement 0109,Tethyr,Darromar,1254,2558965,16545,"{""humans"": 929, ""elves"": 122, ""dwarves"": 59, ""halflings"": 102, ""half-orcs"": 40, ""misc."": 2}",54,disease,"[""Merchant Council""]","{""poor"": 0.6377, ""middle"": 0.2973, ""wealthy"": 0.0602, ""aristocrat"": 0.0048}",0,"[[""books"", ""cloth"", ""salt"", ""timber"", ""wine""]]","[[""jewelry"", ""magic items""]]",Ruler TET-419,mercenary heavy,None,"Draconic, Halfling, Orc",Tempus,94697,355319062,33.73,60.1,49.6,5,0,synthetic generator v3,derived,0.85,2085290,3,17.5,25.02563,-27.86481
Waterdeep Settlement 0110,Waterdeep,Waterdeep,2055,9326541,112692,"{""humans"": 1560, ""elves"": 128, ""dwarves"": 177, ""halflings"": 161, ""half-orcs"": 26, ""misc."": 3}",86,famine,"[""Monarchy""]","{""poor"": 0.538, ""middle"": 0.3556, ""wealthy"": 0.0413, ""aristocrat"": 0.0651}",19,"[[""salt"", ""wine""]]","[[""jewelry""]]",Ruler WAT-468,professional guard,guilds,Draconic,"Mystra, Tempus, Tyr",111501,517924535,421.48,57.6,27.8,9,0,synthetic generator v3,synthetic,0.37,9822535,1,46.7,51.41659,-15.83238
Waterdeep Settlement 0111,Waterdeep,Waterdeep,1600,4790858,412152,"{""humans"": 1214, ""elves"": 47, ""dwarves"": 118, ""halflings"": 138, ""half-orcs"": 81, ""misc."": 2}",71,war,"[""Monarchy""]","{""poor"": 0.6193, ""middle"": 0.3213, ""wealthy"": 0.0311, ""aristocrat"": 0.0283}",12,"[[""cloth"", ""grain""]]","[[""jewelry"", ""magic items"", ""parchment"", ""spices""]]",Ruler WAT-176,small militia,arcanum,Elvish,"Selune, Tyr",111501,517924535,399.0,57.1,55.7,10,0,synthetic generator v3,derived,0.62,6110136,-2,44.6,51.54561,-16.73155
Cormyr Settlement 0112,Cormyr,Suzail,524,5351370,158205,"{""humans"": 347, ""elves"": 50, ""dwarves"": 50, ""halflings"": 47, ""half-orcs"": 28, ""misc."": 2}",172,crime,"[""Satrapy""]","{""poor"": 0.4855, ""middle"": 0.2289, ""wealthy"": 0.0286, ""aristocrat"": 0.257}",8,"[[""books"", ""timber""]]","[[""mercenaries"", ""ore"", ""spices""]]",Ruler COR-72,mercenary heavy,local academy,"Draconic, Orc","Chauntea, Lathander, Tyr",128212,529868877,428.44,66.3,72.1,3,0,synthetic generator v3,synthetic,0.46,5426139,-1,16.9,19.68766,19.78703
Neverwinter Settlement 0113,Neverwinter,Neverwinter,2236,5535762,282619,"{""humans"": 1639, ""elves"": 205, ""dwarves"": 175, ""halflings"": 86, ""half-orcs"": 128, ""misc."": 3}",142,monster attack,"[""Satrapy""]","{""poor"": 0.6903, ""middle"": 0.2529, ""wealthy"": 0.0297, ""aristocrat"": 0.0271}",17,"[[""gems"", ""horses"", ""salt""]]","[[""jewelry"", ""magic items"", ""ore"", ""spices""]]",Ruler NEV-204,professional guard,arcanum,"Dwarvish, Halfling","Chauntea, Selune, Tyr",41958,200003469,321.44,51.3,34.1,8,0,synthetic generator v3,derived,0.69,6768233,-1,41.6,64.10267,-27.26134
Sembia Settlement 0114,Sembia,Selgaunt,3860,13230314,569066,"{""humans"": 3242, ""elves"": 166, ""dwarves"": 116, ""halflings"": 126, ""half-orcs"": 208, ""misc."": 2}",171,monster attack,"[""Confederacy""]","{""poor"": 0.6052, ""middle"": 0.2865, ""wealthy"": 0.0622, ""aristocrat"": 0.0461}",10,"[[""books"", ""cloth"", ""gems""]]","[[""glass"", ""silk""]]",Ruler SEM-946,mercenary heavy,guilds,Draconic,"Mystra, Tyr",115850,569433233,527.44,47.1,51.4,6,0,synthetic generator v3,derived,0.78,17531993,1,29.0,44.5946,31.21997
Neverwinter Settlement 0115,Neverwinter,Neverwinter,1151,7227566,340166,"{""humans"": 899, ""elves"": 50, ""dwarves"": 101, ""halflings"": 55, ""half-orcs"": 43, ""misc."": 3}",43,monster attack,"[""Satrapy""]","{""poor"": 0.4592, ""middle"": 0.3761, ""wealthy"": 0.0315, ""aristocrat"": 0.1332}",15,"[[""cloth"", ""gems"", ""grain"", ""salt"", ""weapons""]]","[[""coal"", ""magic items"", ""ore"", ""parchment""]]",Ruler NEV-161,mercenary heavy,local academy,"Common, Halfling",Torm,41958,200003469,268.01,42.9,43.8,1,0,synthetic generator v3,derived,0.7,6612077,1,15.5,45.0723,-53.72698
Tethyr Settlement 0116,Tethyr,Darromar,1213,11411885,498169,"{""humans"": 954, ""elves"": 94, ""dwarves"": 53, ""halflings"": 98, ""half-orcs"": 11, ""misc."": 3}",162,war,"[""Dictatorship""]","{""poor"": 0.512, ""middle"": 0.2061, ""wealthy"": 0.0349, ""aristocrat"": 0.247}",0,"[[""cloth"", ""grain"", ""salt"", ""timber"", ""wine""]]","[[""magic items""]]",Ruler TET-953,mercenary heavy,None,"Dwarvish, Elvish, Halfling","Lathander, Torm, Tyr",94697,355319062,73.58,64.3,61.2,8,0,synthetic generator v3,synthetic,0.46,11931787,4,28.0,15.82138,-34.30907
Waterdeep Settlement 0117,Waterdeep,Waterdeep,829,5075008,129118,"{""humans"": 639, ""elves"": 87, ""dwarves"": 41, ""halflings"": 41, ""half-orcs"": 19, ""misc."": 2}",140,famine,"[""Democracy""]","{""poor"": 0.5556, ""middle"": 0.2961, ""wealthy"": 0.0345, ""aristocrat"": 0.1138}",1,"[[""armor"", ""books"", ""horses"", ""timber""]]","[[""magic items""]]",Ruler WAT-996,naval patrol,local academy,"Draconic, Orc",Mystra,111501,517924535,260.19,56.5,38.2,9,2,synthetic generator v3,synthetic,0.51,4501435,3,34.1,34.4037,-8.45212
Sembia Settlement 0118,Sembia,Selgaunt,662,1352981,58147,"{""humans"": 504, ""elves"": 48, ""dwarves"": 34, ""halflings"": 44, ""half-orcs"": 29, ""misc."": 3}",162,monster attack,"[""Merchant Council""]","{""poor"": 0.6081, ""middle"": 0.3433, ""wealthy"": 0.0438, ""aristocrat"": 0.0048}",0,"[[""books"", ""fish"", ""horses"", ""wine""]]","[[""glass"", ""jewelry"", ""mercenaries"", ""parchment""]]",Ruler SEM-405,professional guard,arcanum,"Common, Draconic, Elvish","Chauntea, Selune, Tempus",115850,569433233,454.93,49.9,55.3,2,0,synthetic generator v3,derived,0.8,1252417,0,7.0,27.12587,48.34726
Sembia Settlement 0119,Sembia,Selgaunt,259,1635823,79768,"{""humans"": 191, ""elves"": 31, ""dwarves"": 12, ""halflings"": 21, ""half-orcs"": 2, ""misc."": 2}",92,disease,"[""Magocracy""]","{""poor"": 0.4973, ""middle"": 0.3015, ""wealthy"": 0.07, ""aristocrat"": 0.1312}",3,"[[""armor"", ""books"", ""weapons""]]","[[""coal"", ""mercenaries"", ""ore"", ""silk""]]",Ruler SEM-854,small militia,arcanum,Draconic,"Lathander, Mystra, Selune",115850,569433233,35.02,59.7,48.3,8,0,synthetic generator v3,synthetic,0.64,1994007,-1,30.4,24.17203,51.76421
Tethyr Settlement 0120,Tethyr,Darromar,715,5430132,181392,"{""humans"": 488, ""elves"": 69, ""dwarves"": 61, ""halflings"": 58, ""half-orcs"": 37, ""misc."": 2}",154,famine,"[""Magocracy""]","{""poor"": 0.5259, ""middle"": 0.2161, ""wealthy"": 0.0799, ""aristocrat"": 0.1781}",17,"[[""books"", ""horses""]]","[[""glass"", ""mercenaries"", ""ore"", ""spices""]]",Ruler TET-800,professional guard,arcanum,"Common, Elvish","Lathander, Torm, Tyr",94697,355319062,84.08,62.1,78.5,1,0,synthetic generator v3,synthetic,0.63,6111367,-2,17.1,3.11839,-48.45194
Calimshan Settlement 0121,Calimshan,Memnon,2190,4975790,29838,"{""humans"": 1568, ""elves"": 210, ""dwarves"": 174, ""halflings"": 168, ""half-orcs"": 68, ""misc."": 2}",30,famine,"[""Monarchy""]","{""poor"": 0.5883, ""middle"": 0.3532, ""wealthy"": 0.0539, ""aristocrat"": 0.0046}",6,"[[""cloth"", ""gems"", ""grain"", ""salt"", ""wine""]]","[[""coal"", ""glass"", ""magic items"", ""parchment"", ""spices""]]",Ruler CAL-394,naval patrol,arcanum,Orc,"Chauntea, Tempus",104596,622107818,448.67,81.2,43.3,9,0,synthetic generator v3,synthetic,0.63,5468148,0,36.3,2.15285,-34.69157
Baldurs Gate Settlement 0122,Baldurs Gate,Baldur's Gate,2589,21391145,735374,"{""humans"": 2013, ""elves"": 135, ""dwarves"": 231, ""halflings"": 131, ""half-orcs"": 76, ""misc."": 3}",60,famine,"[""Monarchy""]","{""poor"": 0.4781, ""middle"": 0.2553, ""wealthy"": 0.0898, ""aristocrat"": 0.1768}",5,"[[""books"", ""fish"", ""grain""]]","[[""mercenaries"", ""ore"", ""spices""]]",Ruler BAL-11,professional guard,None,"Common, Dwarvish, Halfling",Selune,88949,460120908,308.92,50.7,41.1,2,0,synthetic generator v3,synthetic,0.63,20075847,0,11.0,30.70826,-23.78926
Tethyr Settlement 0123,Tethyr,Darromar,6312,39786164,269210,"{""humans"": 4760, ""elves"": 307, ""dwarves"": 670, ""halflings"": 197, ""half-orcs"": 376, ""misc."": 2}",156,disease,"[""Monarchy""]","{""poor"": 0.5179, ""middle"": 0.2993, ""wealthy"": 0.0402, ""aristocrat"": 0.1426}",0,"[[""books"", ""salt"", ""weapons""]]","[[""glass""]]",Ruler TET-513,small militia,guilds,"Common, Draconic","Mystra, Selune",94697,355319062,392.31,74.2,50.9,8,0,synthetic generator v3,synthetic,0.6,43180612,2,28.0,23.89995,-20.71578
Sembia Settlement 0124,Sembia,Selgaunt,2960,7644188,19930,"{""humans"": 1981, ""elves"": 313, ""dwarves"": 267, ""halflings"": 279, ""half-orcs"": 117, ""misc."": 3}",86,crime,"[""Magocracy""]","{""poor"": 0.5136, ""middle"": 0.3868, ""wealthy"": 0.0946, ""aristocrat"": 0.005}",0,"[[""armor"", ""fish"", ""gems""]]","[[""ore""]]",Ruler SEM-933,naval patrol,guilds,"Draconic, Dwarvish, Halfling",Tempus,115850,569433233,168.45,51.5,47.0,4,0,synthetic generator v3,derived,0.84,7539770,2,14.0,42.35696,53.81726
Tethyr Settlement 0125,Tethyr,Darromar,3203,21726929,245474,"{""humans"": 2598, ""elves"": 145, ""dwarves"": 207, ""halflings"": 165, ""half-orcs"": 85, ""misc."": 3}",53,monster attack,"[""Patriarchy""]","{""poor"": 0.5229, ""middle"": 0.2882, ""wealthy"": 0.0272, ""aristocrat"": 0.1617}",8,"[[""fish"", ""salt""]]","[[""coal"", ""glass"", ""jewelry"", ""magic items"", ""mercenaries""]]",Ruler TET-692,naval patrol,None,Draconic,"Chauntea, Mystra, Selune",94697,355319062,87.16,62.4,61.9,5,0,synthetic generator v3,derived,0.81,27350670,-3,23.9,19.47529,-27.70827
Baldurs Gate Settlement 0126,Baldurs Gate,Baldur's Gate,295,1986501,41334,"{""humans"": 217, ""elves"": 29, ""dwarves"": 13, ""halflings"": 19, ""half-orcs"": 14, ""misc."": 3}",55,disease,"[""Monarchy""]","{""poor"": 0.4839, ""middle"": 0.3511, ""wealthy"": 0.0213, ""aristocrat"": 0.1437}",0,"[[""armor"", ""fish"", ""gems"", ""horses"", ""timber""]]","[[""parchment""]]",Ruler BAL-557,small militia,None,"Halfling, Orc","Chauntea, Lathander, Tyr",88949,460120908,479.69,62.2,41.5,2,0,synthetic generator v3,derived,0.74,2306478,4,7.0,20.80328,-20.87324
Baldurs Gate Settlement 0127,Baldurs Gate,Baldur's Gate,413,3418160,213420,"{""humans"": 323, ""elves"": 34, ""dwarves"": 14, ""halflings"": 28, ""half-orcs"": 12, ""misc."": 2}",131,famine,"[""Monarchy""]","{""poor"": 0.5361, ""middle"": 0.2225, ""wealthy"": 0.0521, ""aristocrat"": 0.1893}",0,"[[""fish"", ""grain"", ""salt""]]","[[""coal"", ""jewelry"", ""magic items"", ""mercenaries"", ""silk""]]",Ruler BAL-574,small militia,None,"Draconic, Dwarvish, Orc",Selune,88949,460120908,226.74,53.0,54.1,2,0,synthetic generator v3,synthetic,0.51,4313130,-2,7.0,19.70236,-29.9162
Waterdeep Settlement 0128,Waterdeep,Waterdeep,843,2151261,51191,"{""humans"": 635, ""elves"": 56, ""dwarves"": 43, ""halflings"": 81, ""half-orcs"": 25, ""misc."": 3}",165,monster attack,"[""Patriarchy""]","{""poor"": 0.6545, ""middle"": 0.2462, ""wealthy"": 0.0944, ""aristocrat"": 0.0049}",14,"[[""armor"", ""gems""]]","[[""glass"", ""ore"", ""parchment"", ""silk"", ""spices""]]",Ruler WAT-301,small militia,arcanum,"Common, Draconic, Dwarvish","Lathander, Mystra, Selune",111501,517924535,312.06,58.6,34.8,3,0,synthetic generator v3,synthetic,0.38,2039755,-3,21.7,48.57654,-41.77742
Waterdeep Settlement 0129,Waterdeep,Waterdeep,2902,24938579,709495,"{""humans"": 2223, ""elves"": 284, ""dwarves"": 135, ""halflings"": 99, ""half-orcs"": 158, ""misc."": 3}",112,old age,"[""Magocracy""]","{""poor"": 0.5038, ""middle"": 0.232, ""wealthy"": 0.0949, ""aristocrat"": 0.1693}",0,"[[""gems""]]","[[""jewelry"", ""parchment""]]",Ruler WAT-866,naval patrol,local academy,"Draconic, Dwarvish, Orc","Mystra, Tempus",111501,517924535,291.41,54.5,29.9,5,0,synthetic generator v3,synthetic,0.47,25631922,-1,17.5,29.05272,-4.95261
