settlement,region_kingdom,capital,settlement_population,settlement_economy,rumored_treasure_value,demographic_breakdown,average_age,most_likely_cause_of_death,government_type,class_density,tax_rate,exports,imports,ruler,military,magic_academy,languages,religions,region_population,region_economy,area,average_temperature,annual_rainfall,magical_climate,dragon_sightings,sources,canon_status,source_confidence,hidden_economy,trade_balance,risk_index,geo_lat,geo_lon
Amn Settlement 0337,Amn,Athkatla,3376,8380464,476539,"{'humans': 2446, 'elves': 258, 'dwarves': 122, 'halflings': 108, 'half-orcs': 171, 'misc.': 271}",37,disease,['Confederacy'],"{'poor': 0.5261, 'middle': 0.3771, 'wealthy': 0.092, 'aristocrat': 0.0048}",14,"[['armor', 'salt', 'timber']]","[['glass', 'jewelry', 'magic items', 'parchment', 'silk']]",Ruler AMN-845,small militia,guilds,"Common, Draconic, Dwarvish","Lathander, Mystra",169970,832884482,396.96,64.3,70.3,3,0,synthetic generator v2,synthetic,0.57,7557045,-2,21.7,74.66866,-11.79315
Baldurs Gate Settlement 0338,Baldurs Gate,Baldur's Gate,562,2340943,121068,"{'humans': 501, 'elves': 56, 'dwarves': 54, 'halflings': 24, 'half-orcs': 9, 'misc.': 0}",116,famine,['Monarchy'],"{'poor': 0.6185, 'middle': 0.2485, 'wealthy': 0.0582, 'aristocrat': 0.0748}",3,"[['cloth', 'timber', 'weapons']]",[['mercenaries']],Ruler BAL-584,naval patrol,local academy,Common,"Selune, Tempus, Torm",241116,953675704,452.24,50.8,66.9,5,0,synthetic generator v2,derived,0.53,3044002,2,19.9,62.00041,112.72904
Cormyr Settlement 0339,Cormyr,Suzail,995,3752542,201969,"{'humans': 762, 'elves': 43, 'dwarves': 31, 'halflings': 21, 'half-orcs': 25, 'misc.': 113}",167,old age,['Dictatorship'],"{'poor': 0.6211, 'middle': 0.2853, 'wealthy': 0.025, 'aristocrat': 0.0687}",11,[['grain']],"[['coal', 'glass', 'magic items', 'mercenaries', 'ore']]",Ruler COR-580,naval patrol,local academy,"Common, Elvish, Orc",Torm,142577,750902532,52.46,61.2,58.5,10,0,synthetic generator v2,derived,0.74,4652902,-4,43.8,-3.70962,81.695
Neverwinter Settlement 0340,Neverwinter,Neverwinter,515,1973041,80350,"{'humans': 458, 'elves': 34, 'dwarves': 38, 'halflings': 40, 'half-orcs': 11, 'misc.': 0}",50,war,['Magocracy'],"{'poor': 0.6333, 'middle': 0.2529, 'wealthy': 0.0467, 'aristocrat': 0.0671}",16,[['fish']],[['parchment']],Ruler NEV-862,professional guard,None,"Halfling, Orc","Mystra, Selune, Tempus",177268,765621383,190.19,42.0,58.9,6,0,synthetic generator v2,derived,0.42,2174937,0,33.8,60.56982,-79.80286
Sembia Settlement 0341,Sembia,Selgaunt,1131,11444676,78433,"{'humans': 778, 'elves': 59, 'dwarves': 79, 'halflings': 77, 'half-orcs': 15, 'misc.': 123}",99,monster attack,['Dictatorship'],"{'poor': 0.467, 'middle': 0.231, 'wealthy': 0.0343, 'aristocrat': 0.2676}",0,"[['cloth', 'gems', 'grain', 'horses', 'timber']]","[['coal', 'glass']]",Ruler SEM-133,professional guard,local academy,"Draconic, Halfling","Lathander, Mystra, Torm",158418,730633739,447.77,47.5,47.9,6,0,synthetic generator v2,synthetic,0.73,10061920,3,21.0,36.95764,-78.33515
Calimshan Settlement 0342,Calimshan,Memnon,1151,8829514,375520,"{'humans': 861, 'elves': 75, 'dwarves': 67, 'halflings': 34, 'half-orcs': 59, 'misc.': 55}",92,famine,['Dictatorship'],"{'poor': 0.5478, 'middle': 0.2116, 'wealthy': 0.0527, 'aristocrat': 0.1879}",14,"[['fish', 'timber', 'wine']]",[['spices']],Ruler CAL-883,professional guard,None,Halfling,"Selune, Tempus, Tyr",175132,771448209,228.99,72.2,21.7,6,0,synthetic generator v2,derived,0.45,11726924,2,32.2,27.79095,64.10074
Sembia Settlement 0343,Sembia,Selgaunt,4075,24145450,735299,"{'humans': 2957, 'elves': 344, 'dwarves': 198, 'halflings': 267, 'half-orcs': 104, 'misc.': 205}",134,disease,['Magocracy'],"{'poor': 0.5291, 'middle': 0.2533, 'wealthy': 0.099, 'aristocrat': 0.1186}",16,"[['armor', 'books', 'grain', 'horses', 'wine']]","[['glass', 'silk', 'spices']]",Ruler SEM-345,mercenary heavy,local academy,"Common, Orc",Lathander,158418,730633739,415.2,48.8,50.8,1,0,synthetic generator v2,derived,0.42,33127305,2,16.3,3.81304,-96.93414
Amn Settlement 0344,Amn,Athkatla,1012,9640928,456980,"{'humans': 825, 'elves': 62, 'dwarves': 33, 'halflings': 65, 'half-orcs': 36, 'misc.': 0}",26,monster attack,['Satrapy'],"{'poor': 0.4522, 'middle': 0.2308, 'wealthy': 0.0797, 'aristocrat': 0.2373}",0,"[['books', 'fish', 'grain', 'horses', 'salt']]","[['coal', 'ore']]",Ruler AMN-903,professional guard,local academy,Draconic,Mystra,169970,832884482,111.95,71.5,80.0,10,0,synthetic generator v2,synthetic,0.81,8825544,3,35.0,30.38351,74.75086
Tethyr Settlement 0345,Tethyr,Darromar,979,4716035,5534,"{'humans': 852, 'elves': 80, 'dwarves': 32, 'halflings': 19, 'half-orcs': 54, 'misc.': 0}",150,famine,['Merchant Council'],"{'poor': 0.6173, 'middle': 0.2279, 'wealthy': 0.0582, 'aristocrat': 0.0965}",0,"[['cloth', 'fish', 'horses']]","[['coal', 'mercenaries', 'ore', 'silk']]",Ruler TET-343,small militia,guilds,Dwarvish,Tempus,193641,937694481,355.27,68.2,50.4,10,0,synthetic generator v2,derived,0.77,4084129,-1,35.0,20.74344,-63.22881
Calimshan Settlement 0346,Calimshan,Memnon,1417,6571399,480266,"{'humans': 1031, 'elves': 50, 'dwarves': 100, 'halflings': 119, 'half-orcs': 83, 'misc.': 34}",57,monster attack,['Confederacy'],"{'poor': 0.5124, 'middle': 0.3171, 'wealthy': 0.0954, 'aristocrat': 0.0751}",15,"[['books', 'cloth', 'gems', 'weapons']]",[['ore']],Ruler CAL-79,professional guard,None,"Draconic, Dwarvish, Halfling",Lathander,175132,771448209,290.01,82.5,14.9,3,0,synthetic generator v2,derived,0.87,6939363,3,22.5,31.19987,-44.8061
Sembia Settlement 0347,Sembia,Selgaunt,2844,28339557,1136068,"{'humans': 1966, 'elves': 228, 'dwarves': 150, 'halflings': 192, 'half-orcs': 158, 'misc.': 150}",177,old age,['Merchant Council'],"{'poor': 0.4937, 'middle': 0.2027, 'wealthy': 0.0405, 'aristocrat': 0.2631}",14,"[['armor', 'books', 'cloth', 'gems', 'horses']]","[['coal', 'glass', 'magic items', 'mercenaries', 'parchment']]",Ruler SEM-685,small militia,local academy,"Common, Elvish","Chauntea, Mystra, Tempus",158418,730633739,429.18,50.2,56.3,10,0,synthetic generator v2,derived,0.86,39521989,0,46.2,-32.71918,-99.05078
Tethyr Settlement 0348,Tethyr,Darromar,2856,10541674,500698,"{'humans': 2426, 'elves': 59, 'dwarves': 237, 'halflings': 258, 'half-orcs': 162, 'misc.': 0}",112,monster attack,['Magocracy'],"{'poor': 0.4989, 'middle': 0.3839, 'wealthy': 0.0693, 'aristocrat': 0.0479}",4,"[['grain', 'timber', 'weapons']]","[['glass', 'mercenaries']]",Ruler TET-488,mercenary heavy,arcanum,"Draconic, Dwarvish, Orc","Mystra, Tempus",193641,937694481,210.74,64.6,56.3,10,1,synthetic generator v2,synthetic,0.76,9442460,1,39.1,21.81223,-96.0514
Baldurs Gate Settlement 0349,Baldurs Gate,Baldur's Gate,819,1924932,134196,"{'humans': 713, 'elves': 59, 'dwarves': 75, 'halflings': 57, 'half-orcs': 44, 'misc.': 0}",74,monster attack,['Satrapy'],"{'poor': 0.6633, 'middle': 0.2464, 'wealthy': 0.0767, 'aristocrat': 0.0136}",0,[['weapons']],[['mercenaries']],Ruler BAL-748,mercenary heavy,local academy,"Common, Elvish","Selune, Tempus",241116,953675704,129.08,58.3,37.3,2,0,synthetic generator v2,synthetic,0.49,1784933,0,7.0,12.56408,-91.8055
Tethyr Settlement 0350,Tethyr,Darromar,1677,3397427,36165,"{'humans': 1178, 'elves': 78, 'dwarves': 66, 'halflings': 116, 'half-orcs': 31, 'misc.': 208}",64,war,['Confederacy'],"{'poor': 0.6093, 'middle': 0.3381, 'wealthy': 0.0478, 'aristocrat': 0.0048}",2,[['armor']],"[['glass', 'jewelry', 'magic items', 'mercenaries', 'ore']]",Ruler TET-595,naval patrol,arcanum,Draconic,Lathander,193641,937694481,400.52,62.6,80.9,2,0,synthetic generator v2,derived,0.73,2854164,-4,8.6,-31.25784,-73.82435
Neverwinter Settlement 0351,Neverwinter,Neverwinter,1014,5142863,70097,"{'humans': 704, 'elves': 58, 'dwarves': 63, 'halflings': 35, 'half-orcs': 33, 'misc.': 121}",122,arcane mishap,['Monarchy'],"{'poor': 0.5928, 'middle': 0.2733, 'wealthy': 0.0235, 'aristocrat': 0.1104}",0,"[['cloth', 'gems', 'grain', 'horses']]",[['spices']],Ruler NEV-930,professional guard,None,"Draconic, Dwarvish, Elvish","Mystra, Torm, Tyr",177268,765621383,255.44,42.9,53.9,6,0,synthetic generator v2,derived,0.87,4936668,3,21.0,71.13519,-51.03532
Baldurs Gate Settlement 0352,Baldurs Gate,Baldur's Gate,7414,44962558,626755,"{'humans': 4966, 'elves': 258, 'dwarves': 535, 'halflings': 556, 'half-orcs': 251, 'misc.': 848}",101,disease,['Confederacy'],"{'poor': 0.5718, 'middle': 0.2302, 'wealthy': 0.0646, 'aristocrat': 0.1335}",0,"[['salt', 'weapons']]","[['glass', 'magic items', 'ore']]",Ruler BAL-793,professional guard,guilds,"Common, Halfling",Tempus,241116,953675704,363.34,58.1,64.9,1,0,synthetic generator v2,derived,0.87,56212871,-1,3.5,33.09011,25.23788
Baldurs Gate Settlement 0353,Baldurs Gate,Baldur's Gate,6249,13491890,685507,"{'humans': 5026, 'elves': 723, 'dwarves': 453, 'halflings': 213, 'half-orcs': 183, 'misc.': 0}",146,arcane mishap,['Theocracy'],"{'poor': 0.6222, 'middle': 0.3206, 'wealthy': 0.0468, 'aristocrat': 0.0104}",0,"[['horses', 'wine']]",[['coal']],Ruler BAL-435,naval patrol,arcanum,"Draconic, Dwarvish, Halfling","Mystra, Torm",241116,953675704,192.64,55.2,36.9,1,0,synthetic generator v2,synthetic,0.87,17706347,1,3.5,2.1088,121.48597
Amn Settlement 0354,Amn,Athkatla,809,3802798,106883,"{'humans': 539, 'elves': 23, 'dwarves': 78, 'halflings': 56, 'half-orcs': 33, 'misc.': 80}",141,famine,['Magocracy'],"{'poor': 0.5352, 'middle': 0.3495, 'wealthy': 0.021, 'aristocrat': 0.0943}",11,"[['armor', 'books', 'weapons', 'wine']]","[['jewelry', 'silk']]",Ruler AMN-773,professional guard,guilds,"Common, Dwarvish, Orc","Tempus, Torm, Tyr",169970,832884482,79.12,70.9,73.1,4,0,synthetic generator v2,derived,0.74,4610553,2,22.8,-3.5346,-22.21796
Baldurs Gate Settlement 0355,Baldurs Gate,Baldur's Gate,1550,5094465,208970,"{'humans': 1019, 'elves': 101, 'dwarves': 100, 'halflings': 85, 'half-orcs': 66, 'misc.': 179}",54,arcane mishap,['Democracy'],"{'poor': 0.6141, 'middle': 0.2867, 'wealthy': 0.053, 'aristocrat': 0.0462}",0,"[['gems', 'horses']]","[['coal', 'jewelry', 'mercenaries', 'silk', 'spices']]",Ruler BAL-655,professional guard,local academy,"Common, Draconic, Orc","Chauntea, Mystra, Selune",241116,953675704,215.36,60.8,63.0,9,0,synthetic generator v2,derived,0.88,4997994,-3,31.5,30.15289,-25.70012
Cormyr Settlement 0356,Cormyr,Suzail,4278,32978090,1507396,"{'humans': 3616, 'elves': 374, 'dwarves': 321, 'halflings': 273, 'half-orcs': 79, 'misc.': 0}",124,disease,['Monarchy'],"{'poor': 0.5529, 'middle': 0.2147, 'wealthy': 0.0403, 'aristocrat': 0.1921}",0,"[['armor', 'cloth', 'gems', 'salt', 'wine']]","[['jewelry', 'magic items', 'ore']]",Ruler COR-450,professional guard,None,Dwarvish,"Chauntea, Torm",142577,750902532,431.67,61.8,43.8,7,0,synthetic generator v2,derived,0.48,30136863,2,24.5,-21.94357,-4.24163
Tethyr Settlement 0357,Tethyr,Darromar,1566,2920481,154711,"{'humans': 1156, 'elves': 63, 'dwarves': 50, 'halflings': 89, 'half-orcs': 87, 'misc.': 121}",179,crime,['Monarchy'],"{'poor': 0.6132, 'middle': 0.358, 'wealthy': 0.0242, 'aristocrat': 0.0046}",15,[['fish']],[['glass']],Ruler TET-560,naval patrol,arcanum,"Common, Dwarvish","Chauntea, Torm, Tyr",193641,937694481,309.14,63.6,50.2,4,0,synthetic generator v2,derived,0.57,2631579,0,26.0,-11.8865,25.19419
Cormyr Settlement 0358,Cormyr,Suzail,465,2278082,18202,"{'humans': 328, 'elves': 52, 'dwarves': 19, 'halflings': 20, 'half-orcs': 9, 'misc.': 37}",34,crime,['Monarchy'],"{'poor': 0.6285, 'middle': 0.2299, 'wealthy': 0.0372, 'aristocrat': 0.1044}",0,"[['cloth', 'fish', 'gems', 'horses', 'timber']]","[['coal', 'glass', 'mercenaries', 'ore', 'parchment']]",Ruler COR-914,mercenary heavy,guilds,"Common, Elvish","Mystra, Tempus, Tyr",142577,750902532,90.42,59.1,47.9,3,0,synthetic generator v2,derived,0.83,2497447,0,10.5,61.10851,-111.87354
Sembia Settlement 0359,Sembia,Selgaunt,1773,3996961,59987,"{'humans': 1176, 'elves': 79, 'dwarves': 166, 'halflings': 101, 'half-orcs': 58, 'misc.': 193}",135,disease,['Magocracy'],"{'poor': 0.6256, 'middle': 0.3232, 'wealthy': 0.0349, 'aristocrat': 0.0163}",4,"[['armor', 'books']]","[['ore', 'parchment', 'silk']]",Ruler SEM-696,professional guard,guilds,Common,Tempus,158418,730633739,391.79,58.4,59.4,8,0,synthetic generator v2,synthetic,0.88,5210497,-1,31.2,-32.73496,73.12923
Sembia Settlement 0360,Sembia,Selgaunt,2293,5993865,129359,"{'humans': 1982, 'elves': 119, 'dwarves': 147, 'halflings': 51, 'half-orcs': 52, 'misc.': 0}",95,monster attack,['Merchant Council'],"{'poor': 0.68, 'middle': 0.2522, 'wealthy': 0.0358, 'aristocrat': 0.0321}",11,[['salt']],"[['magic items', 'mercenaries', 'silk']]",Ruler SEM-630,professional guard,None,"Draconic, Elvish, Orc","Selune, Torm",158418,730633739,541.92,51.4,50.8,6,0,synthetic generator v2,synthetic,0.66,7148439,-2,29.8,28.74167,117.96874
Neverwinter Settlement 0361,Neverwinter,Neverwinter,1244,9294471,591829,"{'humans': 927, 'elves': 143, 'dwarves': 80, 'halflings': 110, 'half-orcs': 45, 'misc.': 0}",50,disease,['Merchant Council'],"{'poor': 0.4584, 'middle': 0.3148, 'wealthy': 0.0521, 'aristocrat': 0.1748}",9,"[['fish', 'weapons']]","[['magic items', 'silk', 'spices']]",Ruler NEV-787,professional guard,arcanum,"Draconic, Elvish, Halfling",Tempus,177268,765621383,199.96,52.6,31.8,8,0,synthetic generator v2,derived,0.77,10562378,-1,35.2,71.81884,31.73202
Cormyr Settlement 0362,Cormyr,Suzail,1657,6823591,455856,"{'humans': 1468, 'elves': 87, 'dwarves': 94, 'halflings': 139, 'half-orcs': 31, 'misc.': 0}",144,crime,['Satrapy'],"{'poor': 0.5191, 'middle': 0.3432, 'wealthy': 0.0753, 'aristocrat': 0.0624}",0,[['armor']],"[['glass', 'jewelry', 'ore', 'parchment', 'silk']]",Ruler COR-433,mercenary heavy,None,Common,"Mystra, Tempus",142577,750902532,49.11,61.2,54.5,5,0,synthetic generator v2,synthetic,0.84,8859303,-4,17.5,31.5099,-6.82954
Sembia Settlement 0363,Sembia,Selgaunt,380,3359022,151394,"{'humans': 253, 'elves': 29, 'dwarves': 25, 'halflings': 18, 'half-orcs': 7, 'misc.': 48}",160,monster attack,['Magocracy'],"{'poor': 0.466, 'middle': 0.2743, 'wealthy': 0.0351, 'aristocrat': 0.2246}",1,"[['armor', 'fish', 'horses', 'weapons']]","[['parchment', 'spices']]",Ruler SEM-615,mercenary heavy,local academy,"Common, Orc","Chauntea, Selune",158418,730633739,357.87,54.2,53.1,4,0,synthetic generator v2,derived,0.87,4613619,2,14.8,65.95404,-28.88697
Waterdeep Settlement 0364,Waterdeep,Waterdeep,1219,3720012,93677,"{'humans': 1065, 'elves': 82, 'dwarves': 113, 'halflings': 60, 'half-orcs': 44, 'misc.': 0}",123,old age,['Merchant Council'],"{'poor': 0.6684, 'middle': 0.2395, 'wealthy': 0.0488, 'aristocrat': 0.0432}",7,"[['fish', 'grain']]","[['glass', 'jewelry', 'mercenaries', 'ore', 'spices']]",Ruler WAT-291,professional guard,arcanum,"Dwarvish, Halfling",Chauntea,236326,985356857,408.52,56.4,42.2,5,0,synthetic generator v2,derived,0.62,3007287,-3,23.1,41.97937,102.84854
Cormyr Settlement 0365,Cormyr,Suzail,1206,3708028,268919,"{'humans': 904, 'elves': 35, 'dwarves': 44, 'halflings': 60, 'half-orcs': 56, 'misc.': 107}",142,famine,['Patriarchy'],"{'poor': 0.5606, 'middle': 0.32, 'wealthy': 0.0925, 'aristocrat': 0.027}",0,"[['armor', 'books', 'grain', 'timber']]","[['coal', 'mercenaries', 'ore', 'silk', 'spices']]",Ruler COR-845,mercenary heavy,None,"Elvish, Orc",Chauntea,142577,750902532,338.58,59.5,73.1,7,0,synthetic generator v2,synthetic,0.38,3490906,-1,24.5,14.98687,48.91145
Cormyr Settlement 0366,Cormyr,Suzail,1026,2108565,123765,"{'humans': 674, 'elves': 35, 'dwarves': 58, 'halflings': 78, 'half-orcs': 15, 'misc.': 166}",99,arcane mishap,['Confederacy'],"{'poor': 0.6385, 'middle': 0.2935, 'wealthy': 0.0633, 'aristocrat': 0.0047}",0,"[['books', 'cloth', 'weapons', 'wine']]","[['glass', 'magic items', 'ore', 'spices']]",Ruler COR-249,naval patrol,None,"Elvish, Halfling, Orc","Torm, Tyr",142577,750902532,438.18,54.9,63.0,9,0,synthetic generator v2,derived,0.81,2598248,0,31.5,-3.87494,-75.67435
Cormyr Settlement 0367,Cormyr,Suzail,1099,3284493,83598,"{'humans': 881, 'elves': 22, 'dwarves': 92, 'halflings': 101, 'half-orcs': 31, 'misc.': 0}",179,arcane mishap,['Theocracy'],"{'poor': 0.6049, 'middle': 0.3179, 'wealthy': 0.0388, 'aristocrat': 0.0385}",3,"[['books', 'cloth', 'fish', 'horses', 'timber']]","[['magic items', 'mercenaries', 'parchment']]",Ruler COR-542,mercenary heavy,None,Draconic,"Lathander, Tempus",142577,750902532,386.18,62.1,71.8,3,0,synthetic generator v2,derived,0.87,3310574,2,12.9,67.17879,116.80274
Sembia Settlement 0368,Sembia,Selgaunt,149,1469063,129478,"{'humans': 97, 'elves': 11, 'dwarves': 7, 'halflings': 12, 'half-orcs': 3, 'misc.': 19}",176,monster attack,['Satrapy'],"{'poor': 0.4539, 'middle': 0.242, 'wealthy': 0.0491, 'aristocrat': 0.2549}",0,[['books']],[['jewelry']],Ruler SEM-307,naval patrol,arcanum,"Draconic, Elvish, Halfling","Chauntea, Torm",158418,730633739,490.31,59.7,62.2,3,0,synthetic generator v2,synthetic,0.62,1632234,0,10.5,-23.5867,-40.12123
Baldurs Gate Settlement 0369,Baldurs Gate,Baldur's Gate,3191,18541796,563862,"{'humans': 2271, 'elves': 145, 'dwarves': 314, 'halflings': 210, 'half-orcs': 91, 'misc.': 160}",132,old age,['Dictatorship'],"{'poor': 0.5445, 'middle': 0.2647, 'wealthy': 0.0686, 'aristocrat': 0.1222}",0,[['salt']],"[['coal', 'glass', 'magic items', 'ore', 'spices']]",Ruler BAL-365,naval patrol,local academy,"Dwarvish, Orc","Lathander, Torm, Tyr",241116,953675704,307.1,63.6,50.8,0,0,synthetic generator v2,derived,0.52,25918527,-4,0.0,-2.32702,1.55107
Tethyr Settlement 0370,Tethyr,Darromar,643,2850417,92084,"{'humans': 468, 'elves': 47, 'dwarves': 41, 'halflings': 16, 'half-orcs': 29, 'misc.': 42}",156,old age,['Magocracy'],"{'poor': 0.4987, 'middle': 0.3566, 'wealthy': 0.0726, 'aristocrat': 0.072}",0,"[['armor', 'gems', 'horses', 'weapons']]","[['coal', 'glass', 'jewelry', 'ore']]",Ruler TET-462,professional guard,None,"Common, Elvish, Halfling",Tempus,193641,937694481,325.85,74.9,49.4,10,0,synthetic generator v2,derived,0.53,2851869,0,35.0,31.82527,72.14502
Cormyr Settlement 0371,Cormyr,Suzail,350,983432,27586,"{'humans': 274, 'elves': 10, 'dwarves': 25, 'halflings': 10, 'half-orcs': 17, 'misc.': 14}",51,arcane mishap,['Dictatorship'],"{'poor': 0.6325, 'middle': 0.2622, 'wealthy': 0.0791, 'aristocrat': 0.0262}",0,"[['cloth', 'timber']]","[['mercenaries', 'ore', 'parchment']]",Ruler COR-980,small militia,None,Elvish,Lathander,142577,750902532,344.04,67.0,66.7,8,0,synthetic generator v2,derived,0.37,1087101,-1,28.0,-2.55002,-61.24249
Sembia Settlement 0372,Sembia,Selgaunt,2735,10588902,740097,"{'humans': 1912, 'elves': 82, 'dwarves': 245, 'halflings': 234, 'half-orcs': 92, 'misc.': 170}",169,arcane mishap,['Merchant Council'],"{'poor': 0.5729, 'middle': 0.3183, 'wealthy': 0.0444, 'aristocrat': 0.0645}",0,"[['armor', 'horses', 'timber']]","[['jewelry', 'magic items', 'silk']]",Ruler SEM-482,professional guard,guilds,"Common, Draconic, Dwarvish",Tempus,158418,730633739,411.13,48.9,55.9,8,0,synthetic generator v2,derived,0.84,13558574,0,28.0,-24.21211,-1.49387
Waterdeep Settlement 0373,Waterdeep,Waterdeep,5716,15737262,1031901,"{'humans': 4053, 'elves': 171, 'dwarves': 419, 'halflings': 288, 'half-orcs': 154, 'misc.': 631}",47,famine,['Theocracy'],"{'poor': 0.6636, 'middle': 0.2616, 'wealthy': 0.04, 'aristocrat': 0.0347}",9,[['grain']],"[['coal', 'mercenaries', 'silk', 'spices']]",Ruler WAT-256,professional guard,guilds,Draconic,"Selune, Tempus",236326,985356857,33.47,49.9,28.7,8,0,synthetic generator v2,derived,0.39,13311732,-3,35.2,33.11788,117.83651
Cormyr Settlement 0374,Cormyr,Suzail,2523,5852103,290276,"{'humans': 1691, 'elves': 292, 'dwarves': 136, 'halflings': 243, 'half-orcs': 63, 'misc.': 98}",172,old age,['Satrapy'],"{'poor': 0.5573, 'middle': 0.3619, 'wealthy': 0.0758, 'aristocrat': 0.005}",5,"[['cloth', 'gems', 'horses', 'salt', 'weapons']]","[['magic items', 'ore', 'parchment']]",Ruler COR-463,small militia,None,Draconic,"Lathander, Selune",142577,750902532,245.59,57.2,70.2,1,0,synthetic generator v2,derived,0.91,6225992,2,7.5,24.51336,-100.39976
Amn Settlement 0375,Amn,Athkatla,1119,8254430,212252,"{'humans': 786, 'elves': 39, 'dwarves': 111, 'halflings': 50, 'half-orcs': 61, 'misc.': 72}",130,crime,['Democracy'],"{'poor': 0.5441, 'middle': 0.2029, 'wealthy': 0.0811, 'aristocrat': 0.1719}",1,"[['books', 'timber']]","[['coal', 'magic items', 'mercenaries']]",Ruler AMN-215,naval patrol,None,Draconic,"Selune, Torm",169970,832884482,487.1,60.4,87.4,6,0,synthetic generator v2,derived,0.77,10172930,-1,21.8,24.22338,-87.8227
Calimshan Settlement 0376,Calimshan,Memnon,1084,4719274,66213,"{'humans': 954, 'elves': 32, 'dwarves': 96, 'halflings': 21, 'half-orcs': 14, 'misc.': 0}",116,disease,['Satrapy'],"{'poor': 0.656, 'middle': 0.2257, 'wealthy': 0.0284, 'aristocrat': 0.09}",10,"[['gems', 'horses', 'timber', 'wine']]","[['magic items', 'silk']]",Ruler CAL-321,professional guard,local academy,"Draconic, Orc",Mystra,175132,771448209,520.96,81.3,21.9,0,0,synthetic generator v2,synthetic,0.42,6596188,2,8.0,17.64629,-89.61909
Sembia Settlement 0377,Sembia,Selgaunt,4431,8583090,80068,"{'humans': 3933, 'elves': 146, 'dwarves': 256, 'halflings': 333, 'half-orcs': 101, 'misc.': 0}",32,monster attack,['Democracy'],"{'poor': 0.6535, 'middle': 0.293, 'wealthy': 0.0486, 'aristocrat': 0.0049}",2,"[['books', 'cloth', 'gems']]","[['coal', 'jewelry', 'magic items', 'parchment']]",Ruler SEM-967,small militia,arcanum,"Common, Dwarvish, Orc",Mystra,158418,730633739,525.11,50.9,41.3,5,0,synthetic generator v2,derived,0.53,11341272,-1,19.1,14.35255,-48.29837
Baldurs Gate Settlement 0378,Baldurs Gate,Baldur's Gate,691,1410209,114309,"{'humans': 522, 'elves': 32, 'dwarves': 28, 'halflings': 52, 'half-orcs': 39, 'misc.': 18}",47,disease,['Confederacy'],"{'poor': 0.5879, 'middle': 0.371, 'wealthy': 0.0345, 'aristocrat': 0.0065}",18,"[['fish', 'grain', 'horses', 'salt', 'weapons']]","[['glass', 'magic items', 'silk', 'spices']]",Ruler BAL-692,naval patrol,arcanum,Halfling,"Mystra, Tempus",241116,953675704,65.17,54.3,49.7,5,0,synthetic generator v2,derived,0.77,1610612,1,31.9,-17.95632,70.14286
Calimshan Settlement 0379,Calimshan,Memnon,1035,3032173,26495,"{'humans': 863, 'elves': 78, 'dwarves': 100, 'halflings': 77, 'half-orcs': 36, 'misc.': 0}",167,war,['Democracy'],"{'poor': 0.6185, 'middle': 0.3058, 'wealthy': 0.038, 'aristocrat': 0.0377}",0,"[['books', 'grain', 'horses', 'salt']]","[['coal', 'jewelry', 'silk']]",Ruler CAL-697,mercenary heavy,local academy,"Dwarvish, Halfling, Orc",Chauntea,175132,771448209,255.82,85.9,48.6,3,0,synthetic generator v2,derived,0.59,2397985,1,10.5,39.2936,65.01784
Amn Settlement 0380,Amn,Athkatla,171,1220974,30359,"{'humans': 141, 'elves': 18, 'dwarves': 13, 'halflings': 16, 'half-orcs': 3, 'misc.': 0}",67,war,['Magocracy'],"{'poor': 0.5131, 'middle': 0.2665, 'wealthy': 0.0528, 'aristocrat': 0.1676}",0,"[['fish', 'gems', 'salt']]","[['jewelry', 'ore', 'parchment', 'silk']]",Ruler AMN-221,small militia,guilds,"Dwarvish, Halfling, Orc",Mystra,169970,832884482,371.92,71.7,88.3,5,0,synthetic generator v2,synthetic,0.71,1147339,-1,17.5,-12.75654,-6.16946
Baldurs Gate Settlement 0381,Baldurs Gate,Baldur's Gate,3859,6851114,132385,"{'humans': 2894, 'elves': 93, 'dwarves': 293, 'halflings': 256, 'half-orcs': 93, 'misc.': 230}",121,crime,['Satrapy'],"{'poor': 0.6413, 'middle': 0.3348, 'wealthy': 0.0192, 'aristocrat': 0.0047}",11,"[['armor', 'weapons', 'wine']]",[['silk']],Ruler BAL-779,naval patrol,guilds,Dwarvish,Lathander,241116,953675704,530.62,60.8,37.8,0,0,synthetic generator v2,derived,0.67,5684793,2,8.8,21.98808,10.27301
Baldurs Gate Settlement 0382,Baldurs Gate,Baldur's Gate,2735,12892422,31836,"{'humans': 2327, 'elves': 253, 'dwarves': 193, 'halflings': 202, 'half-orcs': 34, 'misc.': 0}",66,monster attack,['Monarchy'],"{'poor': 0.6315, 'middle': 0.2339, 'wealthy': 0.0359, 'aristocrat': 0.0987}",14,"[['books', 'cloth', 'horses', 'timber', 'wine']]","[['jewelry', 'mercenaries', 'ore', 'parchment']]",Ruler BAL-320,mercenary heavy,None,"Draconic, Halfling","Lathander, Torm, Tyr",241116,953675704,532.02,58.3,57.5,8,0,synthetic generator v2,derived,0.76,9961372,1,39.2,-7.10001,-78.17352
